,Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
437,HG1,NO,05/06/2018 13:15,17.5,ug m-3,P
438,HG1,NO,05/06/2018 13:30,20.4,ug m-3,P
439,HG1,NO,05/06/2018 13:45,16.6,ug m-3,P
440,HG1,NO,05/06/2018 14:00,16.9,ug m-3,P
441,HG1,NO,05/06/2018 14:15,19.7,ug m-3,P
442,HG1,NO,05/06/2018 14:30,20.9,ug m-3,P
443,HG1,NO,05/06/2018 14:45,18.0,ug m-3,P
444,HG1,NO,05/06/2018 15:00,27.0,ug m-3,P
445,HG1,NO,05/06/2018 15:15,19.2,ug m-3,P
446,HG1,NO,05/06/2018 15:30,10.2,ug m-3,P
447,HG1,NO,05/06/2018 15:45,28.3,ug m-3,P
448,HG1,NO,05/06/2018 16:00,20.3,ug m-3,P
449,HG1,NO,05/06/2018 16:15,18.3,ug m-3,P
450,HG1,NO,05/06/2018 16:30,22.5,ug m-3,P
451,HG1,NO,05/06/2018 16:45,15.9,ug m-3,P
452,HG1,NO,05/06/2018 17:00,26.4,ug m-3,P
453,HG1,NO,05/06/2018 17:15,13.5,ug m-3,P
454,HG1,NO,05/06/2018 17:30,25.5,ug m-3,P
455,HG1,NO,05/06/2018 17:45,15.6,ug m-3,P
456,HG1,NO,05/06/2018 18:00,10.1,ug m-3,P
457,HG1,NO,05/06/2018 18:15,17.7,ug m-3,P
458,HG1,NO,05/06/2018 18:30,12.9,ug m-3,P
459,HG1,NO,05/06/2018 18:45,10.3,ug m-3,P
460,HG1,NO,05/06/2018 19:00,10.1,ug m-3,P
461,HG1,NO,05/06/2018 19:15,13.2,ug m-3,P
462,HG1,NO,05/06/2018 19:30,13.9,ug m-3,P
463,HG1,NO,05/06/2018 19:45,26.3,ug m-3,P
464,HG1,NO,05/06/2018 20:00,9.8,ug m-3,P
465,HG1,NO,05/06/2018 20:15,12.1,ug m-3,P
466,HG1,NO,05/06/2018 20:30,8.0,ug m-3,P
467,HG1,NO,05/06/2018 20:45,15.2,ug m-3,P
468,HG1,NO,05/06/2018 21:00,10.0,ug m-3,P
469,HG1,NO,05/06/2018 21:15,8.8,ug m-3,P
470,HG1,NO,05/06/2018 21:30,12.0,ug m-3,P
471,HG1,NO,05/06/2018 21:45,9.2,ug m-3,P
472,HG1,NO,05/06/2018 22:00,11.6,ug m-3,P
473,HG1,NO,05/06/2018 22:15,15.1,ug m-3,P
474,HG1,NO,05/06/2018 22:30,10.6,ug m-3,P
475,HG1,NO,05/06/2018 22:45,12.5,ug m-3,P
476,HG1,NO,05/06/2018 23:00,12.1,ug m-3,P
477,HG1,NO,05/06/2018 23:15,13.6,ug m-3,P
478,HG1,NO,05/06/2018 23:30,8.2,ug m-3,P
479,HG1,NO,05/06/2018 23:45,12.7,ug m-3,P
480,HG1,NO,06/06/2018 00:00,11.3,ug m-3,P
481,HG1,NO,06/06/2018 00:15,11.4,ug m-3,P
482,HG1,NO,06/06/2018 00:30,5.7,ug m-3,P
483,HG1,NO,06/06/2018 00:45,,ug m-3,P
484,HG1,NO,06/06/2018 01:00,,ug m-3,P
485,HG1,NO,06/06/2018 01:15,5.3,ug m-3,P
486,HG1,NO,06/06/2018 01:30,4.9,ug m-3,P
487,HG1,NO,06/06/2018 01:45,6.2,ug m-3,P
488,HG1,NO,06/06/2018 02:00,11.3,ug m-3,P
489,HG1,NO,06/06/2018 02:15,6.7,ug m-3,P
490,HG1,NO,06/06/2018 02:30,6.6,ug m-3,P
491,HG1,NO,06/06/2018 02:45,13.0,ug m-3,P
492,HG1,NO,06/06/2018 03:00,13.2,ug m-3,P
493,HG1,NO,06/06/2018 03:15,8.6,ug m-3,P
494,HG1,NO,06/06/2018 03:30,14.0,ug m-3,P
495,HG1,NO,06/06/2018 03:45,7.9,ug m-3,P
496,HG1,NO,06/06/2018 04:00,6.4,ug m-3,P
497,HG1,NO,06/06/2018 04:15,11.6,ug m-3,P
498,HG1,NO,06/06/2018 04:30,14.9,ug m-3,P
499,HG1,NO,06/06/2018 04:45,9.2,ug m-3,P
500,HG1,NO,06/06/2018 05:00,20.5,ug m-3,P
501,HG1,NO,06/06/2018 05:15,8.3,ug m-3,P
502,HG1,NO,06/06/2018 05:30,13.4,ug m-3,P
503,HG1,NO,06/06/2018 05:45,21.6,ug m-3,P
504,HG1,NO,06/06/2018 06:00,34.7,ug m-3,P
505,HG1,NO,06/06/2018 06:15,42.1,ug m-3,P
506,HG1,NO,06/06/2018 06:30,39.0,ug m-3,P
507,HG1,NO,06/06/2018 06:45,32.3,ug m-3,P
508,HG1,NO,06/06/2018 07:00,26.5,ug m-3,P
509,HG1,NO,06/06/2018 07:15,31.8,ug m-3,P
510,HG1,NO,06/06/2018 07:30,56.0,ug m-3,P
511,HG1,NO,06/06/2018 07:45,42.9,ug m-3,P
512,HG1,NO,06/06/2018 08:00,34.9,ug m-3,P
513,HG1,NO,06/06/2018 08:15,24.8,ug m-3,P
514,HG1,NO,06/06/2018 08:30,35.0,ug m-3,P
515,HG1,NO,06/06/2018 08:45,30.6,ug m-3,P
516,HG1,NO,06/06/2018 09:00,46.1,ug m-3,P
517,HG1,NO,06/06/2018 09:15,42.1,ug m-3,P
518,HG1,NO,06/06/2018 09:30,31.4,ug m-3,P
519,HG1,NO,06/06/2018 09:45,28.9,ug m-3,P
520,HG1,NO,06/06/2018 10:00,11.0,ug m-3,P
521,HG1,NO,06/06/2018 10:15,14.4,ug m-3,P
522,HG1,NO,06/06/2018 10:30,36.7,ug m-3,P
523,HG1,NO,06/06/2018 10:45,29.6,ug m-3,P
524,HG1,NO,06/06/2018 11:00,29.9,ug m-3,P
525,HG1,NO,06/06/2018 11:15,10.9,ug m-3,P
526,HG1,NO,06/06/2018 11:30,25.9,ug m-3,P
527,HG1,NO,06/06/2018 11:45,28.8,ug m-3,P
528,HG1,NO,06/06/2018 12:00,24.9,ug m-3,P
529,HG1,NO,06/06/2018 12:15,19.4,ug m-3,P
530,HG1,NO,06/06/2018 12:30,13.2,ug m-3,P
531,HG1,NO,06/06/2018 12:45,28.8,ug m-3,P
532,HG1,NO,06/06/2018 13:00,25.2,ug m-3,P
533,HG1,NO,06/06/2018 13:15,13.2,ug m-3,P
534,HG1,NO,06/06/2018 13:30,10.0,ug m-3,P
535,HG1,NO,06/06/2018 13:45,9.9,ug m-3,P
536,HG1,NO,06/06/2018 14:00,11.9,ug m-3,P
537,HG1,NO,06/06/2018 14:15,6.3,ug m-3,P
538,HG1,NO,06/06/2018 14:30,12.6,ug m-3,P
539,HG1,NO,06/06/2018 14:45,18.1,ug m-3,P
540,HG1,NO,06/06/2018 15:00,12.0,ug m-3,P
541,HG1,NO,06/06/2018 15:15,7.0,ug m-3,P
542,HG1,NO,06/06/2018 15:30,8.2,ug m-3,P
543,HG1,NO,06/06/2018 15:45,7.7,ug m-3,P
544,HG1,NO,06/06/2018 16:00,17.8,ug m-3,P
545,HG1,NO,06/06/2018 16:15,10.5,ug m-3,P
546,HG1,NO,06/06/2018 16:30,17.0,ug m-3,P
547,HG1,NO,06/06/2018 16:45,12.3,ug m-3,P
548,HG1,NO,06/06/2018 17:00,15.3,ug m-3,P
549,HG1,NO,06/06/2018 17:15,13.6,ug m-3,P
550,HG1,NO,06/06/2018 17:30,12.2,ug m-3,P
551,HG1,NO,06/06/2018 17:45,12.1,ug m-3,P
552,HG1,NO,06/06/2018 18:00,10.1,ug m-3,P
553,HG1,NO,06/06/2018 18:15,7.2,ug m-3,P
554,HG1,NO,06/06/2018 18:30,19.8,ug m-3,P
555,HG1,NO,06/06/2018 18:45,17.5,ug m-3,P
556,HG1,NO,06/06/2018 19:00,16.8,ug m-3,P
557,HG1,NO,06/06/2018 19:15,11.9,ug m-3,P
558,HG1,NO,06/06/2018 19:30,7.2,ug m-3,P
559,HG1,NO,06/06/2018 19:45,7.2,ug m-3,P
560,HG1,NO,06/06/2018 20:00,7.2,ug m-3,P
561,HG1,NO,06/06/2018 20:15,9.1,ug m-3,P
562,HG1,NO,06/06/2018 20:30,6.1,ug m-3,P
563,HG1,NO,06/06/2018 20:45,11.2,ug m-3,P
564,HG1,NO,06/06/2018 21:00,11.4,ug m-3,P
565,HG1,NO,06/06/2018 21:15,11.0,ug m-3,P
566,HG1,NO,06/06/2018 21:30,17.6,ug m-3,P
567,HG1,NO,06/06/2018 21:45,7.0,ug m-3,P
568,HG1,NO,06/06/2018 22:00,7.2,ug m-3,P
569,HG1,NO,06/06/2018 22:15,10.0,ug m-3,P
570,HG1,NO,06/06/2018 22:30,11.0,ug m-3,P
571,HG1,NO,06/06/2018 22:45,12.6,ug m-3,P
572,HG1,NO,06/06/2018 23:00,4.6,ug m-3,P
573,HG1,NO,06/06/2018 23:15,8.9,ug m-3,P
574,HG1,NO,06/06/2018 23:30,6.4,ug m-3,P
575,HG1,NO,06/06/2018 23:45,6.8,ug m-3,P
576,HG1,NO,07/06/2018 00:00,5.6,ug m-3,P
577,HG1,NO,07/06/2018 00:15,2.8,ug m-3,P
578,HG1,NO,07/06/2018 00:30,5.4,ug m-3,P
579,HG1,NO,07/06/2018 00:45,,ug m-3,P
580,HG1,NO,07/06/2018 01:00,,ug m-3,P
581,HG1,NO,07/06/2018 01:15,5.7,ug m-3,P
582,HG1,NO,07/06/2018 01:30,4.9,ug m-3,P
583,HG1,NO,07/06/2018 01:45,3.5,ug m-3,P
584,HG1,NO,07/06/2018 02:00,3.1,ug m-3,P
585,HG1,NO,07/06/2018 02:15,3.3,ug m-3,P
586,HG1,NO,07/06/2018 02:30,3.7,ug m-3,P
587,HG1,NO,07/06/2018 02:45,4.1,ug m-3,P
588,HG1,NO,07/06/2018 03:00,8.9,ug m-3,P
589,HG1,NO,07/06/2018 03:15,5.7,ug m-3,P
590,HG1,NO,07/06/2018 03:30,6.9,ug m-3,P
591,HG1,NO,07/06/2018 03:45,8.9,ug m-3,P
592,HG1,NO,07/06/2018 04:00,6.2,ug m-3,P
593,HG1,NO,07/06/2018 04:15,9.7,ug m-3,P
594,HG1,NO,07/06/2018 04:30,10.8,ug m-3,P
595,HG1,NO,07/06/2018 04:45,14.7,ug m-3,P
596,HG1,NO,07/06/2018 05:00,20.5,ug m-3,P
597,HG1,NO,07/06/2018 05:15,16.9,ug m-3,P
598,HG1,NO,07/06/2018 05:30,25.5,ug m-3,P
599,HG1,NO,07/06/2018 05:45,34.1,ug m-3,P
600,HG1,NO,07/06/2018 06:00,28.4,ug m-3,P
601,HG1,NO,07/06/2018 06:15,20.9,ug m-3,P
602,HG1,NO,07/06/2018 06:30,28.7,ug m-3,P
603,HG1,NO,07/06/2018 06:45,42.1,ug m-3,P
604,HG1,NO,07/06/2018 07:00,43.4,ug m-3,P
605,HG1,NO,07/06/2018 07:15,38.8,ug m-3,P
606,HG1,NO,07/06/2018 07:30,43.3,ug m-3,P
607,HG1,NO,07/06/2018 07:45,33.9,ug m-3,P
608,HG1,NO,07/06/2018 08:00,22.8,ug m-3,P
609,HG1,NO,07/06/2018 08:15,41.2,ug m-3,P
610,HG1,NO,07/06/2018 08:30,41.2,ug m-3,P
611,HG1,NO,07/06/2018 08:45,27.3,ug m-3,P
612,HG1,NO,07/06/2018 09:00,44.2,ug m-3,P
613,HG1,NO,07/06/2018 09:15,15.7,ug m-3,P
614,HG1,NO,07/06/2018 09:30,16.4,ug m-3,P
615,HG1,NO,07/06/2018 09:45,20.3,ug m-3,P
616,HG1,NO,07/06/2018 10:00,17.5,ug m-3,P
617,HG1,NO,07/06/2018 10:15,15.1,ug m-3,P
618,HG1,NO,07/06/2018 10:30,9.7,ug m-3,P
619,HG1,NO,07/06/2018 10:45,17.2,ug m-3,P
620,HG1,NO,07/06/2018 11:00,11.2,ug m-3,P
621,HG1,NO,07/06/2018 11:15,14.1,ug m-3,P
622,HG1,NO,07/06/2018 11:30,19.9,ug m-3,P
623,HG1,NO,07/06/2018 11:45,16.3,ug m-3,P
624,HG1,NO,07/06/2018 12:00,16.6,ug m-3,P
625,HG1,NO,07/06/2018 12:15,19.1,ug m-3,P
626,HG1,NO,07/06/2018 12:30,21.1,ug m-3,P
627,HG1,NO,07/06/2018 12:45,10.6,ug m-3,P
628,HG1,NO,07/06/2018 13:00,21.4,ug m-3,P
629,HG1,NO,07/06/2018 13:15,13.8,ug m-3,P
630,HG1,NO,07/06/2018 13:30,23.3,ug m-3,P
631,HG1,NO,07/06/2018 13:45,12.1,ug m-3,P
632,HG1,NO,07/06/2018 14:00,6.6,ug m-3,P
633,HG1,NO,07/06/2018 14:15,16.2,ug m-3,P
634,HG1,NO,07/06/2018 14:30,14.4,ug m-3,P
635,HG1,NO,07/06/2018 14:45,11.4,ug m-3,P
636,HG1,NO,07/06/2018 15:00,23.9,ug m-3,P
637,HG1,NO,07/06/2018 15:15,9.7,ug m-3,P
638,HG1,NO,07/06/2018 15:30,12.8,ug m-3,P
639,HG1,NO,07/06/2018 15:45,25.4,ug m-3,P
640,HG1,NO,07/06/2018 16:00,14.4,ug m-3,P
641,HG1,NO,07/06/2018 16:15,40.2,ug m-3,P
642,HG1,NO,07/06/2018 16:30,22.7,ug m-3,P
643,HG1,NO,07/06/2018 16:45,15.5,ug m-3,P
644,HG1,NO,07/06/2018 17:00,24.9,ug m-3,P
645,HG1,NO,07/06/2018 17:15,16.1,ug m-3,P
646,HG1,NO,07/06/2018 17:30,35.3,ug m-3,P
647,HG1,NO,07/06/2018 17:45,12.0,ug m-3,P
648,HG1,NO,07/06/2018 18:00,17.0,ug m-3,P
649,HG1,NO,07/06/2018 18:15,18.3,ug m-3,P
650,HG1,NO,07/06/2018 18:30,14.8,ug m-3,P
651,HG1,NO,07/06/2018 18:45,14.6,ug m-3,P
652,HG1,NO,07/06/2018 19:00,16.7,ug m-3,P
653,HG1,NO,07/06/2018 19:15,6.7,ug m-3,P
654,HG1,NO,07/06/2018 19:30,19.4,ug m-3,P
655,HG1,NO,07/06/2018 19:45,18.5,ug m-3,P
656,HG1,NO,07/06/2018 20:00,13.4,ug m-3,P
657,HG1,NO,07/06/2018 20:15,11.2,ug m-3,P
658,HG1,NO,07/06/2018 20:30,9.0,ug m-3,P
659,HG1,NO,07/06/2018 20:45,17.0,ug m-3,P
660,HG1,NO,07/06/2018 21:00,10.8,ug m-3,P
661,HG1,NO,07/06/2018 21:15,18.3,ug m-3,P
662,HG1,NO,07/06/2018 21:30,19.3,ug m-3,P
663,HG1,NO,07/06/2018 21:45,11.5,ug m-3,P
664,HG1,NO,07/06/2018 22:00,14.6,ug m-3,P
665,HG1,NO,07/06/2018 22:15,28.9,ug m-3,P
666,HG1,NO,07/06/2018 22:30,15.3,ug m-3,P
667,HG1,NO,07/06/2018 22:45,15.2,ug m-3,P
668,HG1,NO,07/06/2018 23:00,9.7,ug m-3,P
669,HG1,NO,07/06/2018 23:15,7.7,ug m-3,P
670,HG1,NO,07/06/2018 23:30,7.8,ug m-3,P
671,HG1,NO,07/06/2018 23:45,12.8,ug m-3,P
672,HG1,NO,08/06/2018 00:00,8.0,ug m-3,P
673,HG1,NO,08/06/2018 00:15,2.9,ug m-3,P
674,HG1,NO,08/06/2018 00:30,7.1,ug m-3,P
675,HG1,NO,08/06/2018 00:45,,ug m-3,P
676,HG1,NO,08/06/2018 01:00,,ug m-3,P
677,HG1,NO,08/06/2018 01:15,3.6,ug m-3,P
678,HG1,NO,08/06/2018 01:30,3.3,ug m-3,P
679,HG1,NO,08/06/2018 01:45,4.2,ug m-3,P
680,HG1,NO,08/06/2018 02:00,3.5,ug m-3,P
681,HG1,NO,08/06/2018 02:15,3.2,ug m-3,P
682,HG1,NO,08/06/2018 02:30,2.6,ug m-3,P
683,HG1,NO,08/06/2018 02:45,5.3,ug m-3,P
684,HG1,NO,08/06/2018 03:00,8.2,ug m-3,P
685,HG1,NO,08/06/2018 03:15,6.2,ug m-3,P
686,HG1,NO,08/06/2018 03:30,11.4,ug m-3,P
687,HG1,NO,08/06/2018 03:45,5.5,ug m-3,P
688,HG1,NO,08/06/2018 04:00,3.9,ug m-3,P
689,HG1,NO,08/06/2018 04:15,11.2,ug m-3,P
690,HG1,NO,08/06/2018 04:30,10.8,ug m-3,P
691,HG1,NO,08/06/2018 04:45,9.4,ug m-3,P
692,HG1,NO,08/06/2018 05:00,11.1,ug m-3,P
693,HG1,NO,08/06/2018 05:15,10.1,ug m-3,P
694,HG1,NO,08/06/2018 05:30,41.7,ug m-3,P
695,HG1,NO,08/06/2018 05:45,23.8,ug m-3,P
696,HG1,NO,08/06/2018 06:00,21.9,ug m-3,P
697,HG1,NO,08/06/2018 06:15,21.7,ug m-3,P
698,HG1,NO,08/06/2018 06:30,25.2,ug m-3,P
699,HG1,NO,08/06/2018 06:45,18.0,ug m-3,P
700,HG1,NO,08/06/2018 07:00,30.8,ug m-3,P
701,HG1,NO,08/06/2018 07:15,31.4,ug m-3,P
702,HG1,NO,08/06/2018 07:30,21.7,ug m-3,P
703,HG1,NO,08/06/2018 07:45,19.1,ug m-3,P
704,HG1,NO,08/06/2018 08:00,38.7,ug m-3,P
705,HG1,NO,08/06/2018 08:15,23.0,ug m-3,P
706,HG1,NO,08/06/2018 08:30,37.3,ug m-3,P
707,HG1,NO,08/06/2018 08:45,15.9,ug m-3,P
708,HG1,NO,08/06/2018 09:00,17.5,ug m-3,P
709,HG1,NO,08/06/2018 09:15,38.8,ug m-3,P
710,HG1,NO,08/06/2018 09:30,27.5,ug m-3,P
711,HG1,NO,08/06/2018 09:45,20.5,ug m-3,P
712,HG1,NO,08/06/2018 10:00,14.1,ug m-3,P
713,HG1,NO,08/06/2018 10:15,11.8,ug m-3,P
714,HG1,NO,08/06/2018 10:30,13.7,ug m-3,P
715,HG1,NO,08/06/2018 10:45,17.3,ug m-3,P
716,HG1,NO,08/06/2018 11:00,12.1,ug m-3,P
717,HG1,NO,08/06/2018 11:15,17.8,ug m-3,P
718,HG1,NO,08/06/2018 11:30,17.3,ug m-3,P
719,HG1,NO,08/06/2018 11:45,18.8,ug m-3,P
720,HG1,NO,08/06/2018 12:00,17.8,ug m-3,P
721,HG1,NO,08/06/2018 12:15,14.7,ug m-3,P
722,HG1,NO,08/06/2018 12:30,14.5,ug m-3,P
723,HG1,NO,08/06/2018 12:45,14.0,ug m-3,P
724,HG1,NO,08/06/2018 13:00,12.3,ug m-3,P
725,HG1,NO,08/06/2018 13:15,13.0,ug m-3,P
726,HG1,NO,08/06/2018 13:30,19.1,ug m-3,P
727,HG1,NO,08/06/2018 13:45,20.7,ug m-3,P
728,HG1,NO,08/06/2018 14:00,14.4,ug m-3,P
729,HG1,NO,08/06/2018 14:15,25.5,ug m-3,P
730,HG1,NO,08/06/2018 14:30,21.8,ug m-3,P
731,HG1,NO,08/06/2018 14:45,21.4,ug m-3,P
732,HG1,NO,08/06/2018 15:00,13.4,ug m-3,P
733,HG1,NO,08/06/2018 15:15,45.7,ug m-3,P
734,HG1,NO,08/06/2018 15:30,14.0,ug m-3,P
735,HG1,NO,08/06/2018 15:45,19.9,ug m-3,P
736,HG1,NO,08/06/2018 16:00,10.0,ug m-3,P
737,HG1,NO,08/06/2018 16:15,14.9,ug m-3,P
738,HG1,NO,08/06/2018 16:30,19.5,ug m-3,P
739,HG1,NO,08/06/2018 16:45,13.0,ug m-3,P
740,HG1,NO,08/06/2018 17:00,27.8,ug m-3,P
741,HG1,NO,08/06/2018 17:15,23.6,ug m-3,P
742,HG1,NO,08/06/2018 17:30,17.7,ug m-3,P
743,HG1,NO,08/06/2018 17:45,32.5,ug m-3,P
744,HG1,NO,08/06/2018 18:00,20.6,ug m-3,P
745,HG1,NO,08/06/2018 18:15,27.6,ug m-3,P
746,HG1,NO,08/06/2018 18:30,20.4,ug m-3,P
747,HG1,NO,08/06/2018 18:45,10.0,ug m-3,P
748,HG1,NO,08/06/2018 19:00,10.1,ug m-3,P
749,HG1,NO,08/06/2018 19:15,11.2,ug m-3,P
750,HG1,NO,08/06/2018 19:30,11.9,ug m-3,P
751,HG1,NO,08/06/2018 19:45,16.4,ug m-3,P
752,HG1,NO,08/06/2018 20:00,15.7,ug m-3,P
753,HG1,NO,08/06/2018 20:15,9.2,ug m-3,P
754,HG1,NO,08/06/2018 20:30,11.9,ug m-3,P
755,HG1,NO,08/06/2018 20:45,8.8,ug m-3,P
756,HG1,NO,08/06/2018 21:00,8.9,ug m-3,P
757,HG1,NO,08/06/2018 21:15,18.6,ug m-3,P
758,HG1,NO,08/06/2018 21:30,7.1,ug m-3,P
759,HG1,NO,08/06/2018 21:45,11.1,ug m-3,P
760,HG1,NO,08/06/2018 22:00,22.7,ug m-3,P
761,HG1,NO,08/06/2018 22:15,14.3,ug m-3,P
762,HG1,NO,08/06/2018 22:30,11.5,ug m-3,P
763,HG1,NO,08/06/2018 22:45,13.7,ug m-3,P
764,HG1,NO,08/06/2018 23:00,14.2,ug m-3,P
765,HG1,NO,08/06/2018 23:15,9.3,ug m-3,P
766,HG1,NO,08/06/2018 23:30,7.2,ug m-3,P
767,HG1,NO,08/06/2018 23:45,7.2,ug m-3,P
768,HG1,NO,09/06/2018 00:00,7.5,ug m-3,P
769,HG1,NO,09/06/2018 00:15,5.5,ug m-3,P
770,HG1,NO,09/06/2018 00:30,10.6,ug m-3,P
771,HG1,NO,09/06/2018 00:45,,ug m-3,P
772,HG1,NO,09/06/2018 01:00,,ug m-3,P
773,HG1,NO,09/06/2018 01:15,3.3,ug m-3,P
774,HG1,NO,09/06/2018 01:30,5.9,ug m-3,P
775,HG1,NO,09/06/2018 01:45,5.5,ug m-3,P
776,HG1,NO,09/06/2018 02:00,4.0,ug m-3,P
777,HG1,NO,09/06/2018 02:15,4.7,ug m-3,P
778,HG1,NO,09/06/2018 02:30,2.5,ug m-3,P
779,HG1,NO,09/06/2018 02:45,9.9,ug m-3,P
780,HG1,NO,09/06/2018 03:00,3.8,ug m-3,P
781,HG1,NO,09/06/2018 03:15,6.8,ug m-3,P
782,HG1,NO,09/06/2018 03:30,3.1,ug m-3,P
783,HG1,NO,09/06/2018 03:45,13.1,ug m-3,P
784,HG1,NO,09/06/2018 04:00,11.6,ug m-3,P
785,HG1,NO,09/06/2018 04:15,11.7,ug m-3,P
786,HG1,NO,09/06/2018 04:30,8.1,ug m-3,P
787,HG1,NO,09/06/2018 04:45,8.3,ug m-3,P
788,HG1,NO,09/06/2018 05:00,12.5,ug m-3,P
789,HG1,NO,09/06/2018 05:15,12.6,ug m-3,P
790,HG1,NO,09/06/2018 05:30,7.5,ug m-3,P
791,HG1,NO,09/06/2018 05:45,12.8,ug m-3,P
792,HG1,NO,09/06/2018 06:00,11.8,ug m-3,P
793,HG1,NO,09/06/2018 06:15,11.6,ug m-3,P
794,HG1,NO,09/06/2018 06:30,15.9,ug m-3,P
795,HG1,NO,09/06/2018 06:45,14.1,ug m-3,P
796,HG1,NO,09/06/2018 07:00,17.8,ug m-3,P
797,HG1,NO,09/06/2018 07:15,26.1,ug m-3,P
798,HG1,NO,09/06/2018 07:30,16.8,ug m-3,P
799,HG1,NO,09/06/2018 07:45,11.7,ug m-3,P
800,HG1,NO,09/06/2018 08:00,15.3,ug m-3,P
801,HG1,NO,09/06/2018 08:15,14.7,ug m-3,P
802,HG1,NO,09/06/2018 08:30,11.7,ug m-3,P
803,HG1,NO,09/06/2018 08:45,15.8,ug m-3,P
804,HG1,NO,09/06/2018 09:00,11.5,ug m-3,P
805,HG1,NO,09/06/2018 09:15,12.0,ug m-3,P
806,HG1,NO,09/06/2018 09:30,23.4,ug m-3,P
807,HG1,NO,09/06/2018 09:45,12.6,ug m-3,P
808,HG1,NO,09/06/2018 10:00,14.8,ug m-3,P
809,HG1,NO,09/06/2018 10:15,9.5,ug m-3,P
810,HG1,NO,09/06/2018 10:30,14.5,ug m-3,P
811,HG1,NO,09/06/2018 10:45,16.2,ug m-3,P
812,HG1,NO,09/06/2018 11:00,13.2,ug m-3,P
813,HG1,NO,09/06/2018 11:15,22.8,ug m-3,P
814,HG1,NO,09/06/2018 11:30,15.1,ug m-3,P
815,HG1,NO,09/06/2018 11:45,9.7,ug m-3,P
816,HG1,NO,09/06/2018 12:00,10.8,ug m-3,P
817,HG1,NO,09/06/2018 12:15,13.7,ug m-3,P
818,HG1,NO,09/06/2018 12:30,13.8,ug m-3,P
819,HG1,NO,09/06/2018 12:45,14.9,ug m-3,P
820,HG1,NO,09/06/2018 13:00,11.5,ug m-3,P
821,HG1,NO,09/06/2018 13:15,11.8,ug m-3,P
822,HG1,NO,09/06/2018 13:30,13.8,ug m-3,P
823,HG1,NO,09/06/2018 13:45,12.0,ug m-3,P
824,HG1,NO,09/06/2018 14:00,6.1,ug m-3,P
825,HG1,NO,09/06/2018 14:15,9.4,ug m-3,P
826,HG1,NO,09/06/2018 14:30,21.9,ug m-3,P
827,HG1,NO,09/06/2018 14:45,23.7,ug m-3,P
828,HG1,NO,09/06/2018 15:00,25.1,ug m-3,P
829,HG1,NO,09/06/2018 15:15,41.9,ug m-3,P
830,HG1,NO,09/06/2018 15:30,13.3,ug m-3,P
831,HG1,NO,09/06/2018 15:45,8.5,ug m-3,P
832,HG1,NO,09/06/2018 16:00,16.0,ug m-3,P
833,HG1,NO,09/06/2018 16:15,14.6,ug m-3,P
834,HG1,NO,09/06/2018 16:30,8.3,ug m-3,P
835,HG1,NO,09/06/2018 16:45,23.4,ug m-3,P
836,HG1,NO,09/06/2018 17:00,17.3,ug m-3,P
837,HG1,NO,09/06/2018 17:15,10.0,ug m-3,P
838,HG1,NO,09/06/2018 17:30,22.5,ug m-3,P
839,HG1,NO,09/06/2018 17:45,21.1,ug m-3,P
840,HG1,NO,09/06/2018 18:00,19.2,ug m-3,P
841,HG1,NO,09/06/2018 18:15,21.3,ug m-3,P
842,HG1,NO,09/06/2018 18:30,18.1,ug m-3,P
843,HG1,NO,09/06/2018 18:45,32.2,ug m-3,P
844,HG1,NO,09/06/2018 19:00,20.4,ug m-3,P
845,HG1,NO,09/06/2018 19:15,17.5,ug m-3,P
846,HG1,NO,09/06/2018 19:30,31.4,ug m-3,P
847,HG1,NO,09/06/2018 19:45,21.3,ug m-3,P
848,HG1,NO,09/06/2018 20:00,21.5,ug m-3,P
849,HG1,NO,09/06/2018 20:15,24.7,ug m-3,P
850,HG1,NO,09/06/2018 20:30,26.0,ug m-3,P
851,HG1,NO,09/06/2018 20:45,24.5,ug m-3,P
852,HG1,NO,09/06/2018 21:00,19.9,ug m-3,P
853,HG1,NO,09/06/2018 21:15,26.4,ug m-3,P
854,HG1,NO,09/06/2018 21:30,25.3,ug m-3,P
855,HG1,NO,09/06/2018 21:45,23.0,ug m-3,P
856,HG1,NO,09/06/2018 22:00,32.1,ug m-3,P
857,HG1,NO,09/06/2018 22:15,12.8,ug m-3,P
858,HG1,NO,09/06/2018 22:30,16.2,ug m-3,P
859,HG1,NO,09/06/2018 22:45,9.4,ug m-3,P
860,HG1,NO,09/06/2018 23:00,10.5,ug m-3,P
861,HG1,NO,09/06/2018 23:15,9.9,ug m-3,P
862,HG1,NO,09/06/2018 23:30,10.1,ug m-3,P
863,HG1,NO,09/06/2018 23:45,11.3,ug m-3,P
864,HG1,NO,10/06/2018 00:00,9.7,ug m-3,P
865,HG1,NO,10/06/2018 00:15,6.1,ug m-3,P
866,HG1,NO,10/06/2018 00:30,5.8,ug m-3,P
867,HG1,NO,10/06/2018 00:45,,ug m-3,P
868,HG1,NO,10/06/2018 01:00,,ug m-3,P
869,HG1,NO,10/06/2018 01:15,2.7,ug m-3,P
870,HG1,NO,10/06/2018 01:30,6.5,ug m-3,P
871,HG1,NO,10/06/2018 01:45,9.2,ug m-3,P
872,HG1,NO,10/06/2018 02:00,6.2,ug m-3,P
873,HG1,NO,10/06/2018 02:15,14.1,ug m-3,P
