Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
HG1,NO,02/09/2017 18:15,20.70000,ug m-3,R
HG1,NO,02/09/2017 18:30,20.70000,ug m-3,R
HG1,NO,02/09/2017 18:45,20.70000,ug m-3,R
HG1,NO,02/09/2017 19:00,29.50000,ug m-3,R
HG1,NO,02/09/2017 19:15,29.50000,ug m-3,R
HG1,NO,02/09/2017 19:30,29.50000,ug m-3,R
HG1,NO,02/09/2017 19:45,29.50000,ug m-3,R
HG1,NO,02/09/2017 20:00,19.90000,ug m-3,R
HG1,NO,02/09/2017 20:15,19.90000,ug m-3,R
HG1,NO,02/09/2017 20:30,19.90000,ug m-3,R
HG1,NO,02/09/2017 20:45,19.90000,ug m-3,R
HG1,NO,02/09/2017 21:00,24.60000,ug m-3,R
HG1,NO,02/09/2017 21:15,24.60000,ug m-3,R
HG1,NO,02/09/2017 21:30,24.60000,ug m-3,R
HG1,NO,02/09/2017 21:45,24.60000,ug m-3,R
HG1,NO,02/09/2017 22:00,28.90000,ug m-3,R
HG1,NO,02/09/2017 22:15,28.90000,ug m-3,R
HG1,NO,02/09/2017 22:30,28.90000,ug m-3,R
HG1,NO,02/09/2017 22:45,28.90000,ug m-3,R
HG1,NO,02/09/2017 23:00,31.80000,ug m-3,R
HG1,NO,02/09/2017 23:15,31.80000,ug m-3,R
HG1,NO,02/09/2017 23:30,31.80000,ug m-3,R
HG1,NO,02/09/2017 23:45,31.80000,ug m-3,R
HG1,NO,03/09/2017 00:00,14.40000,ug m-3,R
HG1,NO,03/09/2017 00:15,14.40000,ug m-3,R
HG1,NO,03/09/2017 00:30,14.40000,ug m-3,R
HG1,NO,03/09/2017 00:45,14.40000,ug m-3,R
HG1,NO,03/09/2017 01:00,5.80000,ug m-3,R
HG1,NO,03/09/2017 01:15,5.80000,ug m-3,R
HG1,NO,03/09/2017 01:30,5.80000,ug m-3,R
HG1,NO,03/09/2017 01:45,5.80000,ug m-3,R
HG1,NO,03/09/2017 02:00,6.70000,ug m-3,R
HG1,NO,03/09/2017 02:15,6.70000,ug m-3,R
HG1,NO,03/09/2017 02:30,6.70000,ug m-3,R
HG1,NO,03/09/2017 02:45,6.70000,ug m-3,R
HG1,NO,03/09/2017 03:00,8.40000,ug m-3,R
HG1,NO,03/09/2017 03:15,8.40000,ug m-3,R
HG1,NO,03/09/2017 03:30,8.40000,ug m-3,R
HG1,NO,03/09/2017 03:45,8.40000,ug m-3,R
HG1,NO,03/09/2017 04:00,13.00000,ug m-3,R
HG1,NO,03/09/2017 04:15,13.00000,ug m-3,R
HG1,NO,03/09/2017 04:30,13.00000,ug m-3,R
HG1,NO,03/09/2017 04:45,13.00000,ug m-3,R
HG1,NO,03/09/2017 05:00,15.60000,ug m-3,R
HG1,NO,03/09/2017 05:15,15.60000,ug m-3,R
HG1,NO,03/09/2017 05:30,15.60000,ug m-3,R
HG1,NO,03/09/2017 05:45,15.60000,ug m-3,R
HG1,NO,03/09/2017 06:00,20.50000,ug m-3,R
HG1,NO,03/09/2017 06:15,20.50000,ug m-3,R
HG1,NO,03/09/2017 06:30,20.50000,ug m-3,R
HG1,NO,03/09/2017 06:45,20.50000,ug m-3,R
HG1,NO,03/09/2017 07:00,10.90000,ug m-3,R
HG1,NO,03/09/2017 07:15,10.90000,ug m-3,R
HG1,NO,03/09/2017 07:30,10.90000,ug m-3,R
HG1,NO,03/09/2017 07:45,10.90000,ug m-3,R
HG1,NO,03/09/2017 08:00,9.40000,ug m-3,R
HG1,NO,03/09/2017 08:15,9.40000,ug m-3,R
HG1,NO,03/09/2017 08:30,9.40000,ug m-3,R
HG1,NO,03/09/2017 08:45,9.40000,ug m-3,R
HG1,NO,03/09/2017 09:00,18.40000,ug m-3,R
HG1,NO,03/09/2017 09:15,18.40000,ug m-3,R
HG1,NO,03/09/2017 09:30,18.40000,ug m-3,R
HG1,NO,03/09/2017 09:45,18.40000,ug m-3,R
HG1,NO,03/09/2017 10:00,14.60000,ug m-3,R
HG1,NO,03/09/2017 10:15,14.60000,ug m-3,R
HG1,NO,03/09/2017 10:30,14.60000,ug m-3,R
HG1,NO,03/09/2017 10:45,14.60000,ug m-3,R
HG1,NO,03/09/2017 11:00,16.90000,ug m-3,R
HG1,NO,03/09/2017 11:15,16.90000,ug m-3,R
HG1,NO,03/09/2017 11:30,16.90000,ug m-3,R
HG1,NO,03/09/2017 11:45,16.90000,ug m-3,R
HG1,NO,03/09/2017 12:00,18.10000,ug m-3,R
HG1,NO,03/09/2017 12:15,18.10000,ug m-3,R
HG1,NO,03/09/2017 12:30,18.10000,ug m-3,R
HG1,NO,03/09/2017 12:45,18.10000,ug m-3,R
HG1,NO,03/09/2017 13:00,17.90000,ug m-3,R
HG1,NO,03/09/2017 13:15,17.90000,ug m-3,R
HG1,NO,03/09/2017 13:30,17.90000,ug m-3,R
HG1,NO,03/09/2017 13:45,17.90000,ug m-3,R
HG1,NO,03/09/2017 14:00,19.30000,ug m-3,R
HG1,NO,03/09/2017 14:15,19.30000,ug m-3,R
HG1,NO,03/09/2017 14:30,19.30000,ug m-3,R
HG1,NO,03/09/2017 14:45,19.30000,ug m-3,R
HG1,NO,03/09/2017 15:00,21.20000,ug m-3,R
HG1,NO,03/09/2017 15:15,21.20000,ug m-3,R
HG1,NO,03/09/2017 15:30,21.20000,ug m-3,R
HG1,NO,03/09/2017 15:45,21.20000,ug m-3,R
HG1,NO,03/09/2017 16:00,17.40000,ug m-3,R
HG1,NO,03/09/2017 16:15,17.40000,ug m-3,R
HG1,NO,03/09/2017 16:30,17.40000,ug m-3,R
HG1,NO,03/09/2017 16:45,17.40000,ug m-3,R
HG1,NO,03/09/2017 17:00,14.30000,ug m-3,R
HG1,NO,03/09/2017 17:15,14.30000,ug m-3,R
HG1,NO,03/09/2017 17:30,14.30000,ug m-3,R
HG1,NO,03/09/2017 17:45,14.30000,ug m-3,R
HG1,NO,03/09/2017 18:00,14.90000,ug m-3,R
HG1,NO,03/09/2017 18:15,14.90000,ug m-3,R
HG1,NO,03/09/2017 18:30,14.90000,ug m-3,R
HG1,NO,03/09/2017 18:45,14.90000,ug m-3,R
HG1,NO,03/09/2017 19:00,14.50000,ug m-3,R
HG1,NO,03/09/2017 19:15,14.50000,ug m-3,R
HG1,NO,03/09/2017 19:30,14.50000,ug m-3,R
HG1,NO,03/09/2017 19:45,14.50000,ug m-3,R
HG1,NO,03/09/2017 20:00,13.10000,ug m-3,R
HG1,NO,03/09/2017 20:15,13.10000,ug m-3,R
HG1,NO,03/09/2017 20:30,13.10000,ug m-3,R
HG1,NO,03/09/2017 20:45,13.10000,ug m-3,R
HG1,NO,03/09/2017 21:00,12.90000,ug m-3,R
HG1,NO,03/09/2017 21:15,12.90000,ug m-3,R
HG1,NO,03/09/2017 21:30,12.90000,ug m-3,R
HG1,NO,03/09/2017 21:45,12.90000,ug m-3,R
HG1,NO,03/09/2017 22:00,8.10000,ug m-3,R
HG1,NO,03/09/2017 22:15,8.10000,ug m-3,R
HG1,NO,03/09/2017 22:30,8.10000,ug m-3,R
HG1,NO,03/09/2017 22:45,8.10000,ug m-3,R
HG1,NO,03/09/2017 23:00,6.40000,ug m-3,R
HG1,NO,03/09/2017 23:15,6.40000,ug m-3,R
HG1,NO,03/09/2017 23:30,6.40000,ug m-3,R
HG1,NO,03/09/2017 23:45,6.40000,ug m-3,R
HG1,NO,04/09/2017 00:00,2.80000,ug m-3,R
HG1,NO,04/09/2017 00:15,2.80000,ug m-3,R
HG1,NO,04/09/2017 00:30,2.80000,ug m-3,R
HG1,NO,04/09/2017 00:45,2.80000,ug m-3,R
HG1,NO,04/09/2017 01:00,2.90000,ug m-3,R
HG1,NO,04/09/2017 01:15,2.90000,ug m-3,R
HG1,NO,04/09/2017 01:30,2.90000,ug m-3,R
HG1,NO,04/09/2017 01:45,2.90000,ug m-3,R
HG1,NO,04/09/2017 02:00,1.60000,ug m-3,R
HG1,NO,04/09/2017 02:15,1.60000,ug m-3,R
HG1,NO,04/09/2017 02:30,1.60000,ug m-3,R
HG1,NO,04/09/2017 02:45,1.60000,ug m-3,R
HG1,NO,04/09/2017 03:00,6.30000,ug m-3,R
HG1,NO,04/09/2017 03:15,6.30000,ug m-3,R
HG1,NO,04/09/2017 03:30,6.30000,ug m-3,R
HG1,NO,04/09/2017 03:45,6.30000,ug m-3,R
HG1,NO,04/09/2017 04:00,10.60000,ug m-3,R
HG1,NO,04/09/2017 04:15,10.60000,ug m-3,R
HG1,NO,04/09/2017 04:30,10.60000,ug m-3,R
HG1,NO,04/09/2017 04:45,10.60000,ug m-3,R
HG1,NO,04/09/2017 05:00,15.40000,ug m-3,R
HG1,NO,04/09/2017 05:15,15.40000,ug m-3,R
HG1,NO,04/09/2017 05:30,15.40000,ug m-3,R
HG1,NO,04/09/2017 05:45,15.40000,ug m-3,R
HG1,NO,04/09/2017 06:00,33.40000,ug m-3,R
HG1,NO,04/09/2017 06:15,33.40000,ug m-3,R
HG1,NO,04/09/2017 06:30,33.40000,ug m-3,R
HG1,NO,04/09/2017 06:45,33.40000,ug m-3,R
HG1,NO,04/09/2017 07:00,48.70000,ug m-3,R
HG1,NO,04/09/2017 07:15,48.70000,ug m-3,R
HG1,NO,04/09/2017 07:30,48.70000,ug m-3,R
HG1,NO,04/09/2017 07:45,48.70000,ug m-3,R
HG1,NO,04/09/2017 08:00,49.80000,ug m-3,R
HG1,NO,04/09/2017 08:15,49.80000,ug m-3,R
HG1,NO,04/09/2017 08:30,49.80000,ug m-3,R
HG1,NO,04/09/2017 08:45,49.80000,ug m-3,R
HG1,NO,04/09/2017 09:00,76.20000,ug m-3,R
HG1,NO,04/09/2017 09:15,76.20000,ug m-3,R
HG1,NO,04/09/2017 09:30,76.20000,ug m-3,R
HG1,NO,04/09/2017 09:45,76.20000,ug m-3,R
HG1,NO,04/09/2017 10:00,74.30000,ug m-3,R
HG1,NO,04/09/2017 10:15,74.30000,ug m-3,R
HG1,NO,04/09/2017 10:30,74.30000,ug m-3,R
HG1,NO,04/09/2017 10:45,74.30000,ug m-3,R
HG1,NO,04/09/2017 11:00,58.50000,ug m-3,R
HG1,NO,04/09/2017 11:15,58.50000,ug m-3,R
HG1,NO,04/09/2017 11:30,58.50000,ug m-3,R
HG1,NO,04/09/2017 11:45,58.50000,ug m-3,R
HG1,NO,04/09/2017 12:00,67.70000,ug m-3,R
HG1,NO,04/09/2017 12:15,67.70000,ug m-3,R
HG1,NO,04/09/2017 12:30,67.70000,ug m-3,R
HG1,NO,04/09/2017 12:45,67.70000,ug m-3,R
HG1,NO,04/09/2017 13:00,55.40000,ug m-3,R
HG1,NO,04/09/2017 13:15,55.40000,ug m-3,R
HG1,NO,04/09/2017 13:30,55.40000,ug m-3,R
HG1,NO,04/09/2017 13:45,55.40000,ug m-3,R
HG1,NO,04/09/2017 14:00,49.10000,ug m-3,R
HG1,NO,04/09/2017 14:15,49.10000,ug m-3,R
HG1,NO,04/09/2017 14:30,49.10000,ug m-3,R
HG1,NO,04/09/2017 14:45,49.10000,ug m-3,R
HG1,NO,04/09/2017 15:00,46.10000,ug m-3,R
HG1,NO,04/09/2017 15:15,46.10000,ug m-3,R
HG1,NO,04/09/2017 15:30,46.10000,ug m-3,R
HG1,NO,04/09/2017 15:45,46.10000,ug m-3,R
HG1,NO,04/09/2017 16:00,40.60000,ug m-3,R
HG1,NO,04/09/2017 16:15,40.60000,ug m-3,R
HG1,NO,04/09/2017 16:30,40.60000,ug m-3,R
HG1,NO,04/09/2017 16:45,40.60000,ug m-3,R
HG1,NO,04/09/2017 17:00,42.10000,ug m-3,R
HG1,NO,04/09/2017 17:15,42.10000,ug m-3,R
HG1,NO,04/09/2017 17:30,42.10000,ug m-3,R
HG1,NO,04/09/2017 17:45,42.10000,ug m-3,R
HG1,NO,04/09/2017 18:00,36.70000,ug m-3,R
HG1,NO,04/09/2017 18:15,36.70000,ug m-3,R
HG1,NO,04/09/2017 18:30,36.70000,ug m-3,R
HG1,NO,04/09/2017 18:45,36.70000,ug m-3,R
HG1,NO,04/09/2017 19:00,25.70000,ug m-3,R
HG1,NO,04/09/2017 19:15,25.70000,ug m-3,R
HG1,NO,04/09/2017 19:30,25.70000,ug m-3,R
HG1,NO,04/09/2017 19:45,25.70000,ug m-3,R
HG1,NO,04/09/2017 20:00,22.80000,ug m-3,R
HG1,NO,04/09/2017 20:15,22.80000,ug m-3,R
HG1,NO,04/09/2017 20:30,22.80000,ug m-3,R
HG1,NO,04/09/2017 20:45,22.80000,ug m-3,R
HG1,NO,04/09/2017 21:00,18.70000,ug m-3,R
HG1,NO,04/09/2017 21:15,18.70000,ug m-3,R
HG1,NO,04/09/2017 21:30,18.70000,ug m-3,R
HG1,NO,04/09/2017 21:45,18.70000,ug m-3,R
HG1,NO,04/09/2017 22:00,12.10000,ug m-3,R
HG1,NO,04/09/2017 22:15,12.10000,ug m-3,R
HG1,NO,04/09/2017 22:30,12.10000,ug m-3,R
HG1,NO,04/09/2017 22:45,12.10000,ug m-3,R
HG1,NO,04/09/2017 23:00,12.00000,ug m-3,R
HG1,NO,04/09/2017 23:15,12.00000,ug m-3,R
HG1,NO,04/09/2017 23:30,12.00000,ug m-3,R
HG1,NO,04/09/2017 23:45,12.00000,ug m-3,R
HG1,NO,05/09/2017 00:00,5.80000,ug m-3,R
HG1,NO,05/09/2017 00:15,5.80000,ug m-3,R
HG1,NO,05/09/2017 00:30,5.80000,ug m-3,R
HG1,NO,05/09/2017 00:45,5.80000,ug m-3,R
HG1,NO,05/09/2017 01:00,5.60000,ug m-3,R
HG1,NO,05/09/2017 01:15,5.60000,ug m-3,R
HG1,NO,05/09/2017 01:30,5.60000,ug m-3,R
HG1,NO,05/09/2017 01:45,5.60000,ug m-3,R
HG1,NO,05/09/2017 02:00,4.40000,ug m-3,R
HG1,NO,05/09/2017 02:15,4.40000,ug m-3,R
HG1,NO,05/09/2017 02:30,4.40000,ug m-3,R
HG1,NO,05/09/2017 02:45,4.40000,ug m-3,R
HG1,NO,05/09/2017 03:00,6.30000,ug m-3,R
HG1,NO,05/09/2017 03:15,6.30000,ug m-3,R
HG1,NO,05/09/2017 03:30,6.30000,ug m-3,R
HG1,NO,05/09/2017 03:45,6.30000,ug m-3,R
HG1,NO,05/09/2017 04:00,11.20000,ug m-3,R
HG1,NO,05/09/2017 04:15,11.20000,ug m-3,R
HG1,NO,05/09/2017 04:30,11.20000,ug m-3,R
HG1,NO,05/09/2017 04:45,11.20000,ug m-3,R
HG1,NO,05/09/2017 05:00,18.50000,ug m-3,R
HG1,NO,05/09/2017 05:15,18.50000,ug m-3,R
HG1,NO,05/09/2017 05:30,18.50000,ug m-3,R
HG1,NO,05/09/2017 05:45,18.50000,ug m-3,R
HG1,NO,05/09/2017 06:00,36.10000,ug m-3,R
HG1,NO,05/09/2017 06:15,36.10000,ug m-3,R
HG1,NO,05/09/2017 06:30,36.10000,ug m-3,R
HG1,NO,05/09/2017 06:45,36.10000,ug m-3,R
HG1,NO,05/09/2017 07:00,41.20000,ug m-3,R
HG1,NO,05/09/2017 07:15,41.20000,ug m-3,R
HG1,NO,05/09/2017 07:30,41.20000,ug m-3,R
HG1,NO,05/09/2017 07:45,41.20000,ug m-3,R
HG1,NO,05/09/2017 08:00,37.90000,ug m-3,R
HG1,NO,05/09/2017 08:15,37.90000,ug m-3,R
HG1,NO,05/09/2017 08:30,37.90000,ug m-3,R
HG1,NO,05/09/2017 08:45,37.90000,ug m-3,R
HG1,NO,05/09/2017 09:00,32.00000,ug m-3,R
HG1,NO,05/09/2017 09:15,32.00000,ug m-3,R
HG1,NO,05/09/2017 09:30,32.00000,ug m-3,R
HG1,NO,05/09/2017 09:45,32.00000,ug m-3,R
HG1,NO,05/09/2017 10:00,27.10000,ug m-3,R
HG1,NO,05/09/2017 10:15,27.10000,ug m-3,R
HG1,NO,05/09/2017 10:30,27.10000,ug m-3,R
HG1,NO,05/09/2017 10:45,27.10000,ug m-3,R
HG1,NO,05/09/2017 11:00,32.90000,ug m-3,R
HG1,NO,05/09/2017 11:15,32.90000,ug m-3,R
HG1,NO,05/09/2017 11:30,32.90000,ug m-3,R
HG1,NO,05/09/2017 11:45,32.90000,ug m-3,R
HG1,NO,05/09/2017 12:00,35.10000,ug m-3,R
HG1,NO,05/09/2017 12:15,35.10000,ug m-3,R
HG1,NO,05/09/2017 12:30,35.10000,ug m-3,R
HG1,NO,05/09/2017 12:45,35.10000,ug m-3,R
HG1,NO,05/09/2017 13:00,39.10000,ug m-3,R
HG1,NO,05/09/2017 13:15,39.10000,ug m-3,R
HG1,NO,05/09/2017 13:30,39.10000,ug m-3,R
HG1,NO,05/09/2017 13:45,39.10000,ug m-3,R
HG1,NO,05/09/2017 14:00,28.00000,ug m-3,R
HG1,NO,05/09/2017 14:15,28.00000,ug m-3,R
HG1,NO,05/09/2017 14:30,28.00000,ug m-3,R
HG1,NO,05/09/2017 14:45,28.00000,ug m-3,R
HG1,NO,05/09/2017 15:00,32.20000,ug m-3,R
HG1,NO,05/09/2017 15:15,32.20000,ug m-3,R
HG1,NO,05/09/2017 15:30,32.20000,ug m-3,R
HG1,NO,05/09/2017 15:45,32.20000,ug m-3,R
HG1,NO,05/09/2017 16:00,45.20000,ug m-3,R
HG1,NO,05/09/2017 16:15,45.20000,ug m-3,R
HG1,NO,05/09/2017 16:30,45.20000,ug m-3,R
HG1,NO,05/09/2017 16:45,45.20000,ug m-3,R
HG1,NO,05/09/2017 17:00,35.30000,ug m-3,R
HG1,NO,05/09/2017 17:15,35.30000,ug m-3,R
HG1,NO,05/09/2017 17:30,35.30000,ug m-3,R
HG1,NO,05/09/2017 17:45,35.30000,ug m-3,R
HG1,NO,05/09/2017 18:00,37.20000,ug m-3,R
HG1,NO,05/09/2017 18:15,37.20000,ug m-3,R
HG1,NO,05/09/2017 18:30,37.20000,ug m-3,R
HG1,NO,05/09/2017 18:45,37.20000,ug m-3,R
HG1,NO,05/09/2017 19:00,28.60000,ug m-3,R
HG1,NO,05/09/2017 19:15,28.60000,ug m-3,R
HG1,NO,05/09/2017 19:30,28.60000,ug m-3,R
HG1,NO,05/09/2017 19:45,28.60000,ug m-3,R
HG1,NO,05/09/2017 20:00,18.30000,ug m-3,R
HG1,NO,05/09/2017 20:15,18.30000,ug m-3,R
HG1,NO,05/09/2017 20:30,18.30000,ug m-3,R
HG1,NO,05/09/2017 20:45,18.30000,ug m-3,R
HG1,NO,05/09/2017 21:00,3.00000,ug m-3,R
HG1,NO,05/09/2017 21:15,3.00000,ug m-3,R
HG1,NO,05/09/2017 21:30,3.00000,ug m-3,R
HG1,NO,05/09/2017 21:45,3.00000,ug m-3,R
HG1,NO,05/09/2017 22:00,2.20000,ug m-3,R
HG1,NO,05/09/2017 22:15,2.20000,ug m-3,R
HG1,NO,05/09/2017 22:30,2.20000,ug m-3,R
HG1,NO,05/09/2017 22:45,2.20000,ug m-3,R
HG1,NO,05/09/2017 23:00,3.80000,ug m-3,R
HG1,NO,05/09/2017 23:15,3.80000,ug m-3,R
HG1,NO,05/09/2017 23:30,3.80000,ug m-3,R
HG1,NO,05/09/2017 23:45,3.80000,ug m-3,R
HG1,NO,06/09/2017 00:00,2.40000,ug m-3,R
HG1,NO,06/09/2017 00:15,2.40000,ug m-3,R
HG1,NO,06/09/2017 00:30,2.40000,ug m-3,R
HG1,NO,06/09/2017 00:45,2.40000,ug m-3,R
HG1,NO,06/09/2017 01:00,5.20000,ug m-3,R
HG1,NO,06/09/2017 01:15,5.20000,ug m-3,R
HG1,NO,06/09/2017 01:30,5.20000,ug m-3,R
HG1,NO,06/09/2017 01:45,5.20000,ug m-3,R
HG1,NO,06/09/2017 02:00,3.70000,ug m-3,R
HG1,NO,06/09/2017 02:15,3.70000,ug m-3,R
HG1,NO,06/09/2017 02:30,3.70000,ug m-3,R
HG1,NO,06/09/2017 02:45,3.70000,ug m-3,R
HG1,NO,06/09/2017 03:00,5.00000,ug m-3,R
HG1,NO,06/09/2017 03:15,5.00000,ug m-3,R
HG1,NO,06/09/2017 03:30,5.00000,ug m-3,R
HG1,NO,06/09/2017 03:45,5.00000,ug m-3,R
HG1,NO,06/09/2017 04:00,7.00000,ug m-3,R
HG1,NO,06/09/2017 04:15,7.00000,ug m-3,R
HG1,NO,06/09/2017 04:30,7.00000,ug m-3,R
HG1,NO,06/09/2017 04:45,7.00000,ug m-3,R
HG1,NO,06/09/2017 05:00,18.30000,ug m-3,R
HG1,NO,06/09/2017 05:15,18.30000,ug m-3,R
HG1,NO,06/09/2017 05:30,18.30000,ug m-3,R
HG1,NO,06/09/2017 05:45,18.30000,ug m-3,R
HG1,NO,06/09/2017 06:00,23.00000,ug m-3,R
HG1,NO,06/09/2017 06:15,23.00000,ug m-3,R
HG1,NO,06/09/2017 06:30,23.00000,ug m-3,R
HG1,NO,06/09/2017 06:45,23.00000,ug m-3,R
HG1,NO,06/09/2017 07:00,22.20000,ug m-3,R
HG1,NO,06/09/2017 07:15,22.20000,ug m-3,R
HG1,NO,06/09/2017 07:30,22.20000,ug m-3,R
HG1,NO,06/09/2017 07:45,22.20000,ug m-3,R
HG1,NO,06/09/2017 08:00,28.30000,ug m-3,R
HG1,NO,06/09/2017 08:15,28.30000,ug m-3,R
HG1,NO,06/09/2017 08:30,28.30000,ug m-3,R
HG1,NO,06/09/2017 08:45,28.30000,ug m-3,R
HG1,NO,06/09/2017 09:00,,ug m-3,R
HG1,NO,06/09/2017 09:15,,ug m-3,R
HG1,NO,06/09/2017 09:30,,ug m-3,R
HG1,NO,06/09/2017 09:45,,ug m-3,R
HG1,NO,06/09/2017 10:00,,ug m-3,R
HG1,NO,06/09/2017 10:15,,ug m-3,R
HG1,NO,06/09/2017 10:30,,ug m-3,R
HG1,NO,06/09/2017 10:45,,ug m-3,R
HG1,NO,06/09/2017 11:00,,ug m-3,R
HG1,NO,06/09/2017 11:15,,ug m-3,R
HG1,NO,06/09/2017 11:30,,ug m-3,R
HG1,NO,06/09/2017 11:45,,ug m-3,R
HG1,NO,06/09/2017 12:00,9.10000,ug m-3,R
HG1,NO,06/09/2017 12:15,9.10000,ug m-3,R
HG1,NO,06/09/2017 12:30,9.10000,ug m-3,R
HG1,NO,06/09/2017 12:45,9.10000,ug m-3,R
HG1,NO,06/09/2017 13:00,7.50000,ug m-3,R
HG1,NO,06/09/2017 13:15,7.50000,ug m-3,R
HG1,NO,06/09/2017 13:30,7.50000,ug m-3,R
HG1,NO,06/09/2017 13:45,7.50000,ug m-3,R
HG1,NO,06/09/2017 14:00,10.00000,ug m-3,R
HG1,NO,06/09/2017 14:15,10.00000,ug m-3,R
HG1,NO,06/09/2017 14:30,10.00000,ug m-3,R
HG1,NO,06/09/2017 14:45,10.00000,ug m-3,R
HG1,NO,06/09/2017 15:00,10.70000,ug m-3,R
HG1,NO,06/09/2017 15:15,10.70000,ug m-3,R
HG1,NO,06/09/2017 15:30,10.70000,ug m-3,R
HG1,NO,06/09/2017 15:45,10.70000,ug m-3,R
HG1,NO,06/09/2017 16:00,15.70000,ug m-3,R
HG1,NO,06/09/2017 16:15,15.70000,ug m-3,R
HG1,NO,06/09/2017 16:30,15.70000,ug m-3,R
HG1,NO,06/09/2017 16:45,15.70000,ug m-3,R
HG1,NO,06/09/2017 17:00,3.60000,ug m-3,R
HG1,NO,06/09/2017 17:15,3.60000,ug m-3,R
HG1,NO,06/09/2017 17:30,3.60000,ug m-3,R
HG1,NO,06/09/2017 17:45,3.60000,ug m-3,R
HG1,NO,06/09/2017 18:00,1.50000,ug m-3,R
HG1,NO,06/09/2017 18:15,1.50000,ug m-3,R
HG1,NO,06/09/2017 18:30,1.50000,ug m-3,R
HG1,NO,06/09/2017 18:45,1.50000,ug m-3,R
HG1,NO,06/09/2017 19:00,2.20000,ug m-3,R
HG1,NO,06/09/2017 19:15,2.20000,ug m-3,R
HG1,NO,06/09/2017 19:30,2.20000,ug m-3,R
HG1,NO,06/09/2017 19:45,2.20000,ug m-3,R
HG1,NO,06/09/2017 20:00,2.80000,ug m-3,R
HG1,NO,06/09/2017 20:15,2.80000,ug m-3,R
HG1,NO,06/09/2017 20:30,2.80000,ug m-3,R
HG1,NO,06/09/2017 20:45,2.80000,ug m-3,R
HG1,NO,06/09/2017 21:00,3.30000,ug m-3,R
HG1,NO,06/09/2017 21:15,3.30000,ug m-3,R
HG1,NO,06/09/2017 21:30,3.30000,ug m-3,R
HG1,NO,06/09/2017 21:45,3.30000,ug m-3,R
HG1,NO,06/09/2017 22:00,9.80000,ug m-3,R
HG1,NO,06/09/2017 22:15,9.80000,ug m-3,R
HG1,NO,06/09/2017 22:30,9.80000,ug m-3,R
HG1,NO,06/09/2017 22:45,9.80000,ug m-3,R
HG1,NO,06/09/2017 23:00,3.50000,ug m-3,R
HG1,NO,06/09/2017 23:15,3.50000,ug m-3,R
HG1,NO,06/09/2017 23:30,3.50000,ug m-3,R
HG1,NO,06/09/2017 23:45,3.50000,ug m-3,R
HG1,NO,07/09/2017 00:00,2.20000,ug m-3,R
HG1,NO,07/09/2017 00:15,2.20000,ug m-3,R
HG1,NO,07/09/2017 00:30,2.20000,ug m-3,R
HG1,NO,07/09/2017 00:45,2.20000,ug m-3,R
HG1,NO,07/09/2017 01:00,15.30000,ug m-3,R
HG1,NO,07/09/2017 01:15,15.30000,ug m-3,R
HG1,NO,07/09/2017 01:30,15.30000,ug m-3,R
HG1,NO,07/09/2017 01:45,15.30000,ug m-3,R
HG1,NO,07/09/2017 02:00,6.30000,ug m-3,R
HG1,NO,07/09/2017 02:15,6.30000,ug m-3,R
HG1,NO,07/09/2017 02:30,6.30000,ug m-3,R
HG1,NO,07/09/2017 02:45,6.30000,ug m-3,R
HG1,NO,07/09/2017 03:00,4.20000,ug m-3,R
HG1,NO,07/09/2017 03:15,4.20000,ug m-3,R
HG1,NO,07/09/2017 03:30,4.20000,ug m-3,R
HG1,NO,07/09/2017 03:45,4.20000,ug m-3,R
HG1,NO,07/09/2017 04:00,15.40000,ug m-3,R
HG1,NO,07/09/2017 04:15,15.40000,ug m-3,R
HG1,NO,07/09/2017 04:30,15.40000,ug m-3,R
HG1,NO,07/09/2017 04:45,15.40000,ug m-3,R
HG1,NO,07/09/2017 05:00,30.60000,ug m-3,R
HG1,NO,07/09/2017 05:15,30.60000,ug m-3,R
HG1,NO,07/09/2017 05:30,30.60000,ug m-3,R
HG1,NO,07/09/2017 05:45,30.60000,ug m-3,R
HG1,NO,07/09/2017 06:00,83.30000,ug m-3,R
HG1,NO,07/09/2017 06:15,83.30000,ug m-3,R
HG1,NO,07/09/2017 06:30,83.30000,ug m-3,R
HG1,NO,07/09/2017 06:45,83.30000,ug m-3,R
HG1,NO,07/09/2017 07:00,75.20000,ug m-3,R
HG1,NO,07/09/2017 07:15,75.20000,ug m-3,R
HG1,NO,07/09/2017 07:30,75.20000,ug m-3,R
HG1,NO,07/09/2017 07:45,75.20000,ug m-3,R
HG1,NO,07/09/2017 08:00,64.70000,ug m-3,R
HG1,NO,07/09/2017 08:15,64.70000,ug m-3,R
HG1,NO,07/09/2017 08:30,64.70000,ug m-3,R
HG1,NO,07/09/2017 08:45,64.70000,ug m-3,R
HG1,NO,07/09/2017 09:00,52.60000,ug m-3,R
HG1,NO,07/09/2017 09:15,52.60000,ug m-3,R
HG1,NO,07/09/2017 09:30,52.60000,ug m-3,R
HG1,NO,07/09/2017 09:45,52.60000,ug m-3,R
HG1,NO,07/09/2017 10:00,22.30000,ug m-3,R
HG1,NO,07/09/2017 10:15,22.30000,ug m-3,R
HG1,NO,07/09/2017 10:30,22.30000,ug m-3,R
HG1,NO,07/09/2017 10:45,22.30000,ug m-3,R
HG1,NO,07/09/2017 11:00,33.80000,ug m-3,R
