,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
557,Address: 54 Marston Avenue,San FranciscoSales price: 1650000Sales date: 01/04/2016Bedrooms: 3Square feet: 1644Lot size: 2813,54 Marston Ave,5,5,2500,01/04/2016,1650000,37.727716,-122.445802,Sunnyside,7,SingleFamily,1927,1634358,1038200,94112,15140890
558,Address: 2151 Laguna Street #2,San FranciscoSales price: 4500000Sales date: 01/04/2016Bedrooms: 4Square feet: 2624Lot size: 8769,2151 Laguna St # 2,2,3,2624,01/04/2016,4500000,37.791114,-122.429586,Pacific Heights,7,Condominium,1919,3220249,1910700,94115,15074335
559,Address: 28 Williams Avenue,San FranciscoSales price: 660000Sales date: 01/04/2016Bedrooms: 2Square feet: 1250Lot size: 1250,28 Williams Ave,2,2,1250,01/04/2016,660000,37.729497,-122.393183,Bayview,5,SingleFamily,1930,593699,731900,94124,15158905
560,Address: 304 Gold Mine Drive,San FranciscoSales price: 1651000Sales date: 01/04/2016Bedrooms: 0Square feet: 2104Lot size: 3197,304 Gold Mine Dr,3,5,2504,01/04/2016,1651000,37.740484,-122.438964,Diamond Heights,7,SingleFamily,1968,1844348,1098500,94131,15199623
564,Address: 180 7th Street #408,San FranciscoSales price: 550000Sales date: 12/31/2015Bedrooms: 1Square feet: 470Lot size: 11374,180 7th St # 408,1,1,470,12/31/2015,550000,37.778082,-122.410082,South of Market,3,Condominium,1992,540858,975700,94103,15147378
569,Address: 961 San Bruno Avenue,San FranciscoSales price: 980000Sales date: 12/31/2015Bedrooms: 2Square feet: 1309Lot size: 1920,961 San Bruno Ave,2,2,1297,12/31/2015,980000,37.757433,-122.404508,Mission,6,SingleFamily,1927,1100483,1185400,94110,15151012
572,Address: 591 27th Avenue,San FranciscoSales price: 897000Sales date: 12/31/2015Bedrooms: 2Square feet: 900Lot size: 1760,591 27th Ave,1,2,900,12/31/2015,897000,37.778299,-122.486969,Central Richmond,4,SingleFamily,1915,1006445,1485300,94121,15093745
573,Address: 520 El Camino Del Mar,San FranciscoSales price: 6100000Sales date: 12/31/2015Bedrooms: 6Square feet: 4840Lot size: 6926,520 El Camino Del Mar,5.5,6,4840,12/31/2015,6100000,37.787975,-122.488862,Sea Cliff,12,SingleFamily,1926,8166551,4464800,94121,15088722
575,Address: 19 Bridgeview Drive,San FranciscoSales price: 640000Sales date: 12/31/2015Bedrooms: 0Square feet: 1092Lot size: 2062,19 Bridgeview Dr,2,3,1092,12/31/2015,640000,37.7342,-122.394079,Silver Terrace,5,SingleFamily,1944,811298,736700,94124,15157054
576,Address: 446 Chenery Street,San FranciscoSales price: 1064000Sales date: 12/31/2015Bedrooms: 2Square feet: 977Lot size: 2500,446 Chenery St,1,1,977,12/31/2015,1064000,37.736154,-122.429739,Glen Park,5,SingleFamily,1911,1517423,1660200,94131,15184670
578,Address: 114 Clearfield Drive,San FranciscoSales price: 1350000Sales date: 12/31/2015Bedrooms: 0Square feet: 1790Lot size: 3136,114 Clearfield Dr,2,3,1790,12/31/2015,1350000,37.731595,-122.491148,Lakeshore,7,SingleFamily,1951,1351895,1264800,94132,15197844
579,Address: 1070 Green Street #1402,San FranciscoSales price: 2600000Sales date: 12/31/2015Bedrooms: 0Square feet: 0Lot size: 8721,1070 Green St APT 1402,2.5,3,2017,12/31/2015,2600000,37.798792,-122.416797,Russian Hill,6,Condominium,1963,3135441,1630000,94133,15066036
581,Address: 1 Crescent Way #1402,San FranciscoSales price: 660000Sales date: 12/31/2015Bedrooms: 2Square feet: 1063Lot size: 42105,1 Crescent Way APT 1402,2,2,1063,12/31/2015,660000,37.71085,-122.390182,Bayview,5,Condominium,2001,611960,731900,94134,64972881
584,Address: 181 Ofarrell Street #514,San FranciscoSales price: 978000Sales date: 12/30/2015Bedrooms: 1Square feet: 1080Lot size: 18882,181 Ofarrell St STE 514,1.5,1,1080,12/30/2015,978000,37.78619,-122.40763,Downtown,5,MultiFamily2To4,2006,1012206,807800,94102,82785286
586,Address: 355 1st Street #1503,San FranciscoSales price: 1124500Sales date: 12/30/2015Bedrooms: 1Square feet: 795Lot size: 38571,355 1st St UNIT 1503,1,1,795,01/03/2016,1124500,37.787029,-122.3936,South Beach,3,Condominium,2004,1021145,1286900,94105,64972682
587,Address: 355 1st Street #1602,San FranciscoSales price: 1500000Sales date: 12/30/2015Bedrooms: 2Square feet: 1166Lot size: 38571,355 1st St UNIT 1602,2,2,1239,12/30/2015,1500000,37.787029,-122.393638,South Beach,4,MultiFamily2To4,2004,1650793,1286900,94105,64972688
588,Address: 2250 24th Street #319,San FranciscoSales price: 675000Sales date: 12/30/2015Bedrooms: 2Square feet: 809Lot size: 80224,2250 24th St APT 319,1,2,809,12/30/2015,675000,37.753905,-122.40202,Potrero Hill,4,Condominium,1989,715661,1277600,94107,15152084
589,Address: 638 19th Street #10,San FranciscoSales price: 1525000Sales date: 12/30/2015Bedrooms: 3Square feet: 1467Lot size: 14761,638 19th St UNIT 10,2.5,3,1467,12/30/2015,1525000,37.762084,-122.389007,Central Waterfront - Dogpatch,5,Condominium,2007,1472569,1129000,94107,79844821
591,Address: 270 Nevada Street,San FranciscoSales price: 2075000Sales date: 12/30/2015Bedrooms: 1Square feet: 810Lot size: 1750,270 Nevada St,4,3,2371,12/30/2015,2075000,37.738665,-122.411652,Bernal Heights,6,SingleFamily,1900,1886914,1248000,94110,15162879
592,Address: 1988 Alemany Boulevard,San FranciscoSales price: 860000Sales date: 12/30/2015Bedrooms: 3Square feet: 1466Lot size: 1646,1988 Alemany Blvd,1,3,1466,12/30/2015,860000,37.72044,-122.43969,Mission Terrace,7,SingleFamily,1939,841301,992600,94112,15188349
593,Address: 445 Persia Avenue,San FranciscoSales price: 950000Sales date: 12/30/2015Bedrooms: 0Square feet: 1435Lot size: 2500,445 Persia Ave,1,3,1435,12/30/2015,950000,37.721458,-122.432181,Excelsior,6,MultiFamily2To4,1955,856570,767600,94112,15170822
594,Address: 1145 Cayuga Avenue,San FranciscoSales price: 1050000Sales date: 12/30/2015Bedrooms: 0Square feet: 1590Lot size: 2356,1145 Cayuga Ave,1,3,1590,12/30/2015,1050000,37.719885,-122.441105,Mission Terrace,6,SingleFamily,1941,957645,992600,94112,15188382
598,Address: 95 Red Rock Way #202M,San FranciscoSales price: 670000Sales date: 12/30/2015Bedrooms: 1Square feet: 830Lot size: 6833,95 Red Rock Way APT 202M,1,1,830,12/30/2015,670000,37.746339,-122.44152,Diamond Heights,3,Condominium,1972,688917,1098500,94131,15199286
599,Address: 159 Glenview Drive,San FranciscoSales price: 760000Sales date: 12/30/2015Bedrooms: 2Square feet: 833Lot size: 3001,159 Glenview Dr,1,2,833,12/30/2015,760000,37.748824,-122.447752,Midtown Terrace,4,SingleFamily,1951,865762,1117200,94131,15133056
602,Address: 1915 Diamond Street,San FranciscoSales price: 1800000Sales date: 12/30/2015Bedrooms: 0Square feet: 2200Lot size: 4316,1915 Diamond St,3,4,2400,12/29/2015,1800000,37.742141,-122.435111,Glen Park,6,SingleFamily,1910,2087545,1660200,94131,2100850402
612,Address: 201 Harrison Street #407,San FranciscoSales price: 525000Sales date: 12/29/2015Bedrooms: 0Square feet: 410Lot size: 38449,201 Harrison St APT 407,1,0,410,12/29/2015,525000,37.787585,-122.39048,South Beach,1,Condominium,1991,548618,1286900,94105,15148222
613,Address: 81 Lansing Street #410,San FranciscoSales price: 778000Sales date: 12/29/2015Bedrooms: 1Square feet: 855Lot size: 16800,81 Lansing St APT 410,1,1,855,12/29/2015,778000,37.785651,-122.39403,South Beach,4,Condominium,1995,947673,1286900,94105,15147628
616,Address: 1177 California Street #423,San FranciscoSales price: 738000Sales date: 12/29/2015Bedrooms: 0Square feet: 706Lot size: 31662,1177 California St APT 423,1,0,706,12/29/2015,738000,37.791089,-122.413658,Downtown,2,Condominium,1978,759982,807800,94108,15068580
617,Address: 2311 Scott Street #1,San FranciscoSales price: 2720000Sales date: 12/29/2015Bedrooms: 3Square feet: 1986Lot size: 2990,2311 Scott St APT 1,2,3,1986,12/29/2015,2720000,37.79137,-122.439704,Pacific Heights,7,MultiFamily2To4,1965,2629569,1910700,94115,69819930
618,Address: 430 Mangels Avenue,San FranciscoSales price: 1100000Sales date: 12/29/2015Bedrooms: 0Square feet: 1200Lot size: 2500,430 Mangels Ave,1,2,1200,12/29/2015,1100000,37.733308,-122.447346,Sunnyside,5,SingleFamily,1931,1174154,1038200,94127,15137860
619,Address: 179 Flood Avenue,San FranciscoSales price: 1538000Sales date: 12/29/2015Bedrooms: 0Square feet: 968Lot size: 2809,179 Flood Ave,4,4,1900,12/29/2015,1538000,37.729648,-122.4438,Sunnyside,8,SingleFamily,1924,1893489,1038200,94131,15139841
621,Address: 151 Everglade Drive,San FranciscoSales price: 1400000Sales date: 12/29/2015Bedrooms: 3Square feet: 1848Lot size: 3136,151 Everglade Dr,3,3,1858,12/29/2015,1400000,37.731504,-122.489116,Lakeshore,8,SingleFamily,1950,1432173,1264800,94132,15197869
622,Address: 1101 Pacific Avenue #302,San FranciscoSales price: 1000000Sales date: 12/29/2015Bedrooms: 2Square feet: 1009Lot size: 4839,1101 Pacific Ave APT 302,2,2,1009,12/29/2015,1000000,37.795912,-122.413603,Nob Hill,4,Condominium,2000,1076950,1459200,94133,35972022
624,Address: 1015 Goettingen Street,San FranciscoSales price: 880000Sales date: 12/29/2015Bedrooms: 0Square feet: 830Lot size: 1751,1015 Goettingen St,2,3,1900,12/29/2015,880000,37.719474,-122.403272,Visitacion Valley,8,SingleFamily,1954,980014,707100,94134,15172689
632,Address: 400 Beale Street #2506,San FranciscoSales price: 1198000Sales date: 12/28/2015Bedrooms: 0Square feet: 1120Lot size: 27581,400 Beale St APT 2506,2,2,1215,12/28/2015,1198000,37.78691,-122.390925,South Beach,5,Condominium,2002,1253307,1286900,94105,80746381
646,Address: 178 Jules Avenue,San FranciscoSales price: 821500Sales date: 12/24/2015Bedrooms: 0Square feet: 1350Lot size: 2809,178 Jules Ave,1,3,1350,12/24/2015,821500,37.721438,-122.460928,Ingleside,6,SingleFamily,1946,746564,814200,94112,15189406
648,Address: 2801 Jackson Street #12,San FranciscoSales price: 1418000Sales date: 12/24/2015Bedrooms: 2Square feet: 1330Lot size: 6312,2801 Jackson St # 12,1,2,1330,12/24/2015,1418000,37.791415,-122.441445,Pacific Heights,5,Condominium,1906,1351924,1910700,94115,15081273
650,Address: 1442 Grove Street #A,San FranciscoSales price: 675000Sales date: 12/24/2015Bedrooms: 1Square feet: 593Lot size: 3421,1442 Grove St # A,1,1,593,12/24/2015,675000,37.775894,-122.440467,North Panhandle,4,Condominium,1890,701276,1231800,94117,114318108
652,Address: 1667 34th Avenue,San FranciscoSales price: 1050000Sales date: 12/24/2015Bedrooms: 0Square feet: 1350Lot size: 3000,1667 34th Ave,1,2,1350,12/24/2015,1050000,37.75601,-122.493047,Central Sunset,5,SingleFamily,1940,1090231,1125700,94122,15108727
653,Address: 382 Surrey Street,San FranciscoSales price: 1900000Sales date: 12/24/2015Bedrooms: 3Square feet: 1625Lot size: 2953,382 Surrey St,2.5,3,1625,12/24/2015,1900000,37.735936,-122.438508,Glen Park,6,SingleFamily,1966,1831470,1660200,94131,15184555
657,Address: 338 Spear Street #4C,San FranciscoSales price: 949000Sales date: 12/23/2015Bedrooms: 1Square feet: 799Lot size: 76210,338 Spear St UNIT 4C,1,1,799,12/23/2015,949000,37.789533,-122.390371,South Beach,4,Condominium,2009,967683,1286900,94105,89240293
661,Address: 219 Brannan Street #1B,San FranciscoSales price: 1098000Sales date: 12/23/2015Bedrooms: 2Square feet: 876Lot size: 82966,219 Brannan St UNIT 1B,2,2,900,12/23/2015,1098000,37.782575,-122.390364,South Beach,4,Condominium,2000,1188253,1286900,94107,52422775
662,Address: 1562 22nd Street,San FranciscoSales price: 1665000Sales date: 12/23/2015Bedrooms: 2Square feet: 2322Lot size: 2465,1562 22nd St,2,3,2542,12/23/2015,1665000,37.757671,-122.396586,Potrero Hill,6,Condominium,2006,1821732,1277600,94107,79846075
663,Address: 1268 Lombard Street #2,San FranciscoSales price: 3195000Sales date: 12/23/2015Bedrooms: 2Square feet: 1691Lot size: 0,1268 Lombard St # 2,2,3,1860,12/23/2015,3195000,37.801884,-122.422424,Russian Hill,5,Condominium,2013,3044789,1630000,94109,122063856
664,Address: 977 Guerrero Street,San FranciscoSales price: 2000000Sales date: 12/23/2015Bedrooms: 2Square feet: 1440Lot size: 0,977 Guerrero St,1,2,1440,12/23/2015,2000000,37.755558,-122.422897,Mission,6,Condominium,1900,1616829,1185400,94110,119685912
665,Address: 2670 San Jose Avenue,San FranciscoSales price: 756000Sales date: 12/23/2015Bedrooms: 0Square feet: 1001Lot size: 2500,2670 San Jose Ave,1,3,1001,12/23/2015,756000,37.714831,-122.451887,Oceanview,4,SingleFamily,1949,745570,762700,94112,15192647
666,Address: 2 Northwood Drive,San FranciscoSales price: 1800000Sales date: 12/23/2015Bedrooms: 0Square feet: 1932Lot size: 5549,2 Northwood Dr,2,3,1960,12/23/2015,1800000,37.72982,-122.456873,Westwood Park,6,SingleFamily,1924,1747483,1215700,94112,15139010
668,Address: 83 Seward Street,San FranciscoSales price: 2100000Sales date: 12/23/2015Bedrooms: 0Square feet: 2650Lot size: 2622,83 Seward St,2,3,2650,12/23/2015,2100000,37.758694,-122.440807,Eureka Valley - Dolores Heights - Castro,8,SingleFamily,1929,2112221,1744100,94114,15129565
669,Address: 1059 Noe Street,San FranciscoSales price: 2495000Sales date: 12/23/2015Bedrooms: 3Square feet: 2545Lot size: 2269,1059 Noe St,2.5,3,2545,12/23/2015,2495000,37.752026,-122.431666,Noe Valley,8,SingleFamily,1912,2532954,1782000,94114,15147213
670,Address: 1310 Scott Street #40,San FranciscoSales price: 958000Sales date: 12/23/2015Bedrooms: 3Square feet: 1270Lot size: 75086,1310 Scott St # 40,2,3,1270,12/23/2015,958000,37.78228,-122.43682,Western Addition,6,Condominium,1986,963058,983400,94115,15077403
671,Address: 2287 43rd Avenue,San FranciscoSales price: 968000Sales date: 12/23/2015Bedrooms: 0Square feet: 1000Lot size: 2060,2287 43rd Ave,2,3,1331,12/23/2015,968000,37.744054,-122.50182,Outer Parkside,5,SingleFamily,1941,1132979,981900,94116,15118633
672,Address: 2195 28th Avenue,San FranciscoSales price: 1350000Sales date: 12/23/2015Bedrooms: 2Square feet: 2260Lot size: 2375,2195 28th Ave,3,4,2260,12/23/2015,1350000,37.746487,-122.48589,Parkside,9,SingleFamily,1939,1336525,1112900,94116,15117639
674,Address: 2920 Anza Street,San FranciscoSales price: 310000Sales date: 12/23/2015Bedrooms: 4Square feet: 2102Lot size: 2666,2920 Anza St,2,4,2102,12/23/2015,310000,37.778636,-122.479699,Central Richmond,11,SingleFamily,1920,1998218,1485300,94121,15093965
675,Address: 78 22nd Avenue,San FranciscoSales price: 4300000Sales date: 12/23/2015Bedrooms: 4Square feet: 4017Lot size: 3001,78 22nd Ave,4.5,4,4017,12/23/2015,4300000,37.786394,-122.481641,Lake,11,SingleFamily,1907,4505020,2244500,94121,15089097
676,Address: 1727 29th Avenue,San FranciscoSales price: 1880000Sales date: 12/23/2015Bedrooms: 3Square feet: 2420Lot size: 3000,1727 29th Ave,3.5,4,2580,12/23/2015,1880000,37.755068,-122.487595,Central Sunset,8,SingleFamily,1939,1515578,1125700,94122,15110823
680,Address: 1459 Thomas Avenue,San FranciscoSales price: 655000Sales date: 12/23/2015Bedrooms: 3Square feet: 1950Lot size: 2500,1459-1461 Thomas Ave,3,6,1950,12/23/2015,655000,37.728719,-122.388835,Bayview,9,MultiFamily2To4,1900,894702,731900,94124,15154183
681,Address: 646 Los Palmos Drive,San FranciscoSales price: 1360000Sales date: 12/23/2015Bedrooms: 5Square feet: 2956Lot size: 3027,646 Los Palmos Dr,3,5,2956,12/23/2015,1360000,37.735214,-122.456586,Westwood Highlands,8,SingleFamily,1979,1763346,1424100,94127,15136476
682,Address: 1231 Bosworth Street,San FranciscoSales price: 899000Sales date: 12/23/2015Bedrooms: 1Square feet: 600Lot size: 2661,1231 Bosworth St,1,1,600,12/23/2015,899000,37.735495,-122.441225,Glen Park,4,SingleFamily,1910,1095960,1660200,94131,15184501
683,Address: 567 27th Street #3,San FranciscoSales price: 1400000Sales date: 12/23/2015Bedrooms: 3Square feet: 1600Lot size: 2850,567 27th St # 3,2,3,1600,12/23/2015,1400000,37.746306,-122.432752,Noe Valley,5,Condominium,1989,1529596,1782000,94131,15182315
685,Address: 74 Newburg Street,San FranciscoSales price: 2250000Sales date: 12/23/2015Bedrooms: 4Square feet: 1368Lot size: 1598,74 Newburg St,2,4,1625,12/23/2015,2250000,37.745818,-122.434713,Noe Valley,10,SingleFamily,1941,2158429,1782000,94131,15182288
686,Address: 1381 Sanchez Street,San FranciscoSales price: 2600000Sales date: 12/23/2015Bedrooms: 4Square feet: 2041Lot size: 1999,1381 Sanchez St,3,4,2000,12/23/2015,2600000,37.747076,-122.428941,Noe Valley,7,SingleFamily,1900,2436438,1782000,94131,15182023
695,Address: 425 1st Street #802,San FranciscoSales price: 1340000Sales date: 12/22/2015Bedrooms: 2Square feet: 1309Lot size: 56024,425 1st St UNIT 802,2,2,1309,12/22/2015,1340000,37.786041,-122.392654,South Beach,4,Townhouse,2008,1639298,1286900,94105,82786028
705,Address: 4647 25th Street,San FranciscoSales price: 1450000Sales date: 12/22/2015Bedrooms: 3Square feet: 2041Lot size: 2214,4647 25th St,2.5,3,2041,12/22/2015,1450000,37.749075,-122.441235,Noe Valley,7,Condominium,1978,1654110,1782000,94114,15181104
706,Address: 350 Eureka Street,San FranciscoSales price: 2400000Sales date: 12/22/2015Bedrooms: 3Square feet: 1758Lot size: 3250,350 Eureka St,2,4,1720,12/22/2015,2400000,37.756462,-122.438189,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1910,2401928,1744100,94114,15130317
707,Address: 3100 Washington Street #6,San FranciscoSales price: 825000Sales date: 12/22/2015Bedrooms: 1Square feet: 808Lot size: 5776,3100 Washington St #6,1,1,808,12/22/2015,825000,37.79053,-122.444565,Pacific Heights,3,Condominium,1964,824656,1910700,94115,15081395
708,Address: 1880 Steiner Street #101,San FranciscoSales price: 1350000Sales date: 12/22/2015Bedrooms: 2Square feet: 1332Lot size: 17706,1880 Steiner St APT 101,3,2,1332,12/22/2015,1350000,37.786575,-122.43472,Lower Pacific Heights,5,Condominium,1999,1352361,1178700,94115,15075714
709,Address: 3016 Sacramento Street,San FranciscoSales price: 1853000Sales date: 12/22/2015Bedrooms: 2Square feet: 1408Lot size: 3511,3016 Sacramento St,1.5,2,1408,12/22/2015,1853000,37.78897,-122.442995,Pacific Heights,5,Condominium,1890,1584134,1910700,94115,15082108
711,Address: 2007 46th Avenue,San FranciscoSales price: 905000Sales date: 12/22/2015Bedrooms: 0Square feet: 1300Lot size: 1746,2007 46th Ave,2,3,1300,12/22/2015,905000,37.749009,-122.505371,Outer Parkside,6,SingleFamily,1940,829440,981900,94116,15116598
712,Address: 2555 28th Avenue,San FranciscoSales price: 1010000Sales date: 12/22/2015Bedrooms: 0Square feet: 1360Lot size: 2996,2555 28th Ave,2,4,1360,12/22/2015,1010000,37.739715,-122.485461,Parkside,7,SingleFamily,1910,970987,1112900,94116,15123561
714,Address: 790 7th Avenue #104,San FranciscoSales price: 600000Sales date: 12/22/2015Bedrooms: 2Square feet: 560Lot size: 7411,790 7th Ave APT 104,1,2,560,12/22/2015,600000,37.773831,-122.464603,Inner Richmond,4,Condominium,1981,621722,1685300,94118,15098770
715,Address: 2845 Noriega Street,San FranciscoSales price: 1230000Sales date: 12/22/2015Bedrooms: 3Square feet: 2180Lot size: 2931,2845 Noriega St,2.5,3,2180,12/22/2015,1230000,37.75325,-122.494457,Central Sunset,6,SingleFamily,1947,1200446,1125700,94122,15113076
716,Address: 3835 Scott Street #105,San FranciscoSales price: 1125000Sales date: 12/22/2015Bedrooms: 2Square feet: 1034Lot size: 8465,3835 Scott St APT 105,1,1,1118,12/22/2015,1125000,37.805235,-122.442515,Marina,4,Condominium,1928,1180313,2186800,94123,15079585
718,Address: 6 Longview Court,San FranciscoSales price: 955000Sales date: 12/22/2015Bedrooms: 0Square feet: 939Lot size: 2774,6 Longview Ct,1,2,939,12/22/2015,955000,37.748307,-122.449855,Midtown Terrace,4,SingleFamily,1958,947144,1117200,94131,15131992
719,Address: 232 Bemis Street,San FranciscoSales price: 1085000Sales date: 12/22/2015Bedrooms: 0Square feet: 1000Lot size: 3497,232 Bemis St,1,2,1000,12/22/2015,1085000,37.736524,-122.431895,Glen Park,5,SingleFamily,1904,1093773,1660200,94131,15200386
722,Address: 87 Clearfield Drive,San FranciscoSales price: 1360000Sales date: 12/22/2015Bedrooms: 0Square feet: 1386Lot size: 3184,87 Clearfield Dr,2,3,1386,12/22/2015,1360000,37.732345,-122.491719,Lakeshore,6,SingleFamily,1951,1271520,1264800,94132,15197693
729,Address: 23 Rodgers Street,San FranciscoSales price: 625000Sales date: 12/21/2015Bedrooms: 1Square feet: 538Lot size: 0,23 Rodgers St,1,1,538,12/21/2015,625000,37.775309,-122.409205,South of Market,3,Condominium,1908,651735,975700,94103,119685619
730,Address: 38 Bryant Street #606,San FranciscoSales price: 650000Sales date: 12/21/2015Bedrooms: 0Square feet: 582Lot size: 32017,38 Bryant St APT 606,1,1,582,12/21/2015,650000,37.787466,-122.38898,South Beach,2,Condominium,1994,703119,1286900,94105,15148444
732,Address: 66 Cleary Court #1408,San FranciscoSales price: 895000Sales date: 12/21/2015Bedrooms: 3Square feet: 1106Lot size: 65376,66 Cleary Ct APT 1408,2,2,1106,12/21/2015,895000,37.784298,-122.427058,Western Addition,5,Condominium,1963,962891,983400,94109,15076978
733,Address: 130 Vienna Street,San FranciscoSales price: 950000Sales date: 12/21/2015Bedrooms: 4Square feet: 1853Lot size: 2500,130 Vienna St,3,4,1853,12/21/2015,950000,37.726299,-122.426347,Excelsior,6,SingleFamily,1907,943708,767600,94112,15168004
734,Address: 1858 47th Avenue,San FranciscoSales price: 895000Sales date: 12/21/2015Bedrooms: 0Square feet: 1135Lot size: 3000,1858 47th Ave,2,3,1135,12/21/2015,895000,37.751825,-122.506072,Outer Sunset,5,SingleFamily,1958,946088,1031800,94122,15113584
735,Address: 59 Rico Way,San FranciscoSales price: 2550000Sales date: 12/21/2015Bedrooms: 0Square feet: 1675Lot size: 2500,59 Rico Way,1.5,3,1675,12/21/2015,2550000,37.804909,-122.43965,Marina,6,SingleFamily,1925,3215227,2186800,94123,15069883
737,Address: 3001 Castro Street,San FranciscoSales price: 1695000Sales date: 12/21/2015Bedrooms: 2Square feet: 2105Lot size: 2657,3001 Castro St,3,4,2755,12/21/2015,1695000,37.735783,-122.432356,Glen Park,8,SingleFamily,1927,2232641,1660200,94131,15185002
739,Address: 601 Van Ness Avenue #78,San FranciscoSales price: 810000Sales date: 12/18/2015Bedrooms: 2Square feet: 952Lot size: 105806,601 Van Ness Ave APT 78,2,2,952,12/18/2015,810000,37.781386,-122.421406,Van Ness - Civic Center,5,Condominium,1982,831870,855500,94102,15077602
741,Address: 270 Valencia Street #503,San FranciscoSales price: 890000Sales date: 12/18/2015Bedrooms: 2Square feet: 747Lot size: 9578,270 Valencia St APT 503,1,2,747,12/18/2015,890000,37.76852,-122.422592,Mission,3,Condominium,2005,888398,1185400,94103,69820025
744,Address: 1177 California Street #702,San FranciscoSales price: 665000Sales date: 12/18/2015Bedrooms: 1Square feet: 511Lot size: 31662,1177 California St APT 702,1,1,511,12/18/2015,665000,37.791089,-122.413658,Downtown,2,Condominium,1978,590121,807800,94108,15068514
747,Address: 1438 Green Street #5A,San FranciscoSales price: 1278000Sales date: 12/18/2015Bedrooms: 2Square feet: 1206Lot size: 17413,1438 Green St UNIT 5A,2,2,1206,12/18/2015,1278000,37.798116,-122.42288,Russian Hill,4,Condominium,1998,1367065,1630000,94109,15072128
748,Address: 1080 Sutter Street #1001,San FranciscoSales price: 1450000Sales date: 12/18/2015Bedrooms: 3Square feet: 1248Lot size: 0,1080 Sutter St APT 1001,2,3,1273,12/18/2015,1450000,37.788066,-122.418065,Downtown,4,Condominium,2014,1438990,807800,94109,123174904
749,Address: 249 Mullen Avenue,San FranciscoSales price: 1025000Sales date: 12/18/2015Bedrooms: 0Square feet: 1275Lot size: 1746,249 Mullen Ave,2,2,1275,12/18/2015,1025000,37.746969,-122.407362,Bernal Heights,5,SingleFamily,1907,1156792,1248000,94110,15160348
751,Address: 1049 Dolores Street #4,San FranciscoSales price: 1266000Sales date: 12/18/2015Bedrooms: 2Square feet: 904Lot size: 4246,1049 Dolores St APT 4,1,2,904,12/18/2015,1266000,37.752658,-122.424819,Mission,3,Condominium,1960,1170155,1185400,94110,89236856
753,Address: 221 Flood Avenue,San FranciscoSales price: 1405000Sales date: 12/18/2015Bedrooms: 0Square feet: 1380Lot size: 2809,221 Flood Ave,6,9,5000,12/18/2015,1405000,37.729648,-122.444867,Sunnyside,7,SingleFamily,1900,1965458,1038200,94112,15139810
755,Address: 533 Elizabeth Street,San FranciscoSales price: 1880000Sales date: 12/18/2015Bedrooms: 4Square feet: 1744Lot size: 2850,533 Elizabeth St,3,4,1744,12/18/2015,1880000,37.751929,-122.432815,Noe Valley,7,SingleFamily,1955,2541253,1782000,94114,15147285
756,Address: 419 Hill Street,San FranciscoSales price: 2500000Sales date: 12/18/2015Bedrooms: 3Square feet: 1755Lot size: 2850,419 Hill St,2,3,2000,12/18/2015,2500000,37.755283,-122.430545,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1908,3077875,1744100,94114,15146224
757,Address: 2559 44th Avenue,San FranciscoSales price: 625000Sales date: 12/18/2015Bedrooms: 2Square feet: 1214Lot size: 3000,2559 44th Ave,1,2,1214,12/18/2015,625000,37.738891,-122.502597,Outer Parkside,5,SingleFamily,1945,615604,981900,94116,15124281
758,Address: 2178 22nd Avenue,San FranciscoSales price: 1438000Sales date: 12/18/2015Bedrooms: 3Square feet: 1518Lot size: 2996,2178 22nd Ave,3,3,1518,12/18/2015,1438000,37.747074,-122.478867,Parkside,6,SingleFamily,1928,1166743,1112900,94116,15117892
761,Address: 801 42nd Avenue,San FranciscoSales price: 1460000Sales date: 12/18/2015Bedrooms: 3Square feet: 2730Lot size: 2250,801 42nd Ave,3,3,2730,12/18/2015,1460000,37.773449,-122.502803,Outer Richmond,8,SingleFamily,1923,1445232,1214000,94121,15100309
763,Address: 1700 14th Avenue,San FranciscoSales price: 760000Sales date: 12/18/2015Bedrooms: 3Square feet: 1756Lot size: 2078,1700 14th Ave,3,3,1756,12/18/2015,760000,37.756259,-122.470752,Golden Gate Heights,7,SingleFamily,1978,1546338,1476600,94122,15111486
765,Address: 1343 31st Avenue,San FranciscoSales price: 1250000Sales date: 12/18/2015Bedrooms: 3Square feet: 1886Lot size: 3000,1343 31st Ave,2,3,1886,12/18/2015,1250000,37.762152,-122.490254,Central Sunset,6,SingleFamily,1934,1326940,1125700,94122,15103435
766,Address: 2601 Lawton Street,San FranciscoSales price: 1250000Sales date: 12/18/2015Bedrooms: 0Square feet: 1450Lot size: 2060,2601 Lawton St,1,3,1450,12/18/2015,1250000,37.757201,-122.490916,Central Sunset,6,SingleFamily,1942,1143183,1125700,94122,15108819
767,Address: 1440 La Playa Street,San FranciscoSales price: 1303500Sales date: 12/18/2015Bedrooms: 0Square feet: 873Lot size: 2996,1440 La Playa St,2,3,1313,12/18/2015,1303500,37.759503,-122.508756,Outer Sunset,6,SingleFamily,1900,1619617,1031800,94122,15104164
