,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
13295,Address: 30 Prescott Court,San FranciscoSales price: 1189000Sales date: 07/09/2013Bedrooms: 0Square feet: 2116Lot size: 1300,30 Prescott Ct,4,5,1772,01/23/2014,1725000,37.798853,-122.403029,Telegraph Hill,10,Duplex,1907,1964356,1215500,94133,15066579
13296,Address: 1437 Sacramento Street,San FranciscoSales price: 1200000Sales date: 07/09/2013Bedrooms: 0Square feet: 1520Lot size: 3032,1437 Sacramento St,1.5,2,1520,07/09/2013,1200000,37.791791,-122.416595,Nob Hill,4,Condominium,1908,1320346,1440700,94109,15068293
13297,Address: 188 Minna Street #22F,San FranciscoSales price: 1250000Sales date: 07/09/2013Bedrooms: 1Square feet: 1147Lot size: 33056,188 Minna St APT 22F,1.5,1,1147,07/09/2013,1250000,37.786289,-122.401374,Yerba Buena,4,Condominium,2005,1694945,993200,94105,69819140
13298,Address: 425 1st Street #1406,San FranciscoSales price: 1290000Sales date: 07/09/2013Bedrooms: 2Square feet: 1238Lot size: 56023,425 1st St UNIT 1406,2,2,1238,07/09/2013,1290000,37.786064,-122.392173,South Beach,4,Condominium,2008,1631414,1269100,94105,82786065
13299,Address: 1 San Pablo Avenue,San FranciscoSales price: 1300000Sales date: 07/09/2013Bedrooms: 0Square feet: 1218Lot size: 3143,1 San Pablo Ave,2.5,3,1695,08/05/2015,1700000,37.740053,-122.46066,St. Francis Wood,7,SingleFamily,1929,1910070,3009100,94127,15136687
13300,Address: 432 Laurel Street,San FranciscoSales price: 1325000Sales date: 07/09/2013Bedrooms: 0Square feet: 4460Lot size: 3469,432-436 Laurel St,9,9,4460,10/23/2013,930000,37.787319,-122.449851,Presidio Heights,16,SingleFamily,1900,5274079,5244900,94118,15082447
13303,Address: 188 Minna Street #31B,San FranciscoSales price: 1690000Sales date: 07/09/2013Bedrooms: 2Square feet: 1731Lot size: 33056,188 Minna St APT 31B,2.5,2,1731,07/09/2013,1690000,37.786289,-122.401374,Yerba Buena,5,SingleFamily,2005,3199714,993200,94105,69819181
13304,Address: 58 Caselli Avenue,San FranciscoSales price: 1700000Sales date: 07/09/2013Bedrooms: 0Square feet: 2328Lot size: 3025,58 Caselli Ave,3.5,4,2661,07/09/2013,1700000,37.759958,-122.440633,Eureka Valley - Dolores Heights - Castro,7,Condominium,2001,2469535,1718500,94114,59779602
13305,Address: 3439 Sacramento Street #401,San FranciscoSales price: 2000000Sales date: 07/09/2013Bedrooms: 3Square feet: 1942Lot size: 7982,3439 Sacramento St APT 401,2,3,1942,07/10/2015,2495000,37.787612,-122.449287,Presidio Heights,6,Condominium,2000,2532132,5244900,94118,53748590
13306,Address: 101 Maple Street,San FranciscoSales price: 3300000Sales date: 07/09/2013Bedrooms: 4Square feet: 3012Lot size: 4588,101 Maple St,4.5,4,3950,07/09/2013,3300000,37.789549,-122.45596,Presidio Heights,9,SingleFamily,1971,9330899,5244900,94118,15081565
13308,Address: 2062 Jackson Street,San FranciscoSales price: 4000000Sales date: 07/09/2013Bedrooms: 0Square feet: 2385Lot size: 4150,2062 Jackson St,2.5,3,2028,07/09/2013,4000000,37.793443,-122.429062,Pacific Heights,6,Condominium,1909,3447433,1884400,94109,15073508
13309,Address: 3409 Pacific Avenue,San FranciscoSales price: 4970000Sales date: 07/09/2013Bedrooms: 0Square feet: 3645Lot size: 3448,3409 Pacific Ave,4.5,6,3645,07/09/2013,4970000,37.790975,-122.451243,Presidio Heights,13,SingleFamily,1908,8086299,5244900,94118,15081000
13310,Address: 239 Brannan Street #2G,San FranciscoSales price: 85000Sales date: 07/08/2013Bedrooms: 1Square feet: 893Lot size: 82966,239 Brannan St UNIT 2G,1.5,1,893,07/08/2013,85000,37.782575,-122.390364,South Beach,3,Condominium,2002,1134943,1269100,94107,61288460
13311,Address: 2075 Sutter Street #319,San FranciscoSales price: 650000Sales date: 07/08/2013Bedrooms: 1Square feet: 677Lot size: 22729,2075 Sutter St APT 319,1,1,677,07/08/2013,650000,37.785647,-122.434462,Lower Pacific Heights,4,Condominium,1992,806233,1146900,94115,15076116
13312,Address: 225 Valley Street,San FranciscoSales price: 823500Sales date: 07/08/2013Bedrooms: 2Square feet: 924Lot size: 2892,225 Valley St,2.5,2,924,07/08/2013,823500,37.744185,-122.42788,Noe Valley,5,Condominium,1900,1077084,1751900,94131,15183188
13314,Address: 181 Ofarrell Street #502,San FranciscoSales price: 915000Sales date: 07/08/2013Bedrooms: 2Square feet: 1499Lot size: 18882,181 Ofarrell St STE 502,1,1,1499,07/08/2013,915000,37.78619,-122.40763,Downtown,5,MultiFamily2To4,2006,1360038,795400,94102,82785274
13315,Address: 2471 35th Avenue,San FranciscoSales price: 950000Sales date: 07/08/2013Bedrooms: 0Square feet: 1075Lot size: 2994,2471 35th Ave,2.5,4,1742,07/08/2013,950000,37.740972,-122.493073,Parkside,5,SingleFamily,1923,1147012,1094000,94116,15121999
13316,Address: 1801 Broderick Street #1,San FranciscoSales price: 1550000Sales date: 07/08/2013Bedrooms: 3Square feet: 1713Lot size: 2269,1801 Broderick St # 1,2,3,1713,07/08/2013,1550000,37.787084,-122.442122,Lower Pacific Heights,5,Condominium,1977,2089446,1146900,94115,15082611
13317,Address: 2550 Baker Street,San FranciscoSales price: 5550000Sales date: 07/08/2013Bedrooms: 4Square feet: 3700Lot size: 2500,2550 Baker St,4,4,3950,07/08/2013,5550000,37.794642,-122.444876,Pacific Heights,10,SingleFamily,1907,7900789,1884400,94123,15080740
13318,Address: 8100 Oceanview Terrace #214,San FranciscoSales price: 320000Sales date: 07/05/2013Bedrooms: 2Square feet: 1019Lot size: 325629,8100 Oceanview Ter APT 214,2,2,1019,09/02/2014,285000,37.71048,-122.467645,Ingleside Heights,4,Condominium,2002,641685,688100,94132,67090232
13319,Address: 162 South Lake Merced Hills,San FranciscoSales price: 685000Sales date: 07/05/2013Bedrooms: 3Square feet: 2062Lot size: 1148,162 S Lake Merced Hls,3.5,4,2600,07/05/2013,685000,37.708747,-122.483916,Lakeshore,12,Condominium,1975,1167040,1237900,94132,15198388
13320,Address: 856 York Street,San FranciscoSales price: 780000Sales date: 07/05/2013Bedrooms: 0Square feet: 1122Lot size: 2499,856 York St,1,2,1122,07/05/2013,780000,37.758356,-122.408996,Mission,4,Condominium,1900,977635,1167700,94110,111929343
13321,Address: 194 Cayuga Avenue,San FranciscoSales price: 841000Sales date: 07/05/2013Bedrooms: 0Square feet: 1891Lot size: 2419,194 Cayuga Ave,1,2,1891,07/05/2013,841000,37.730795,-122.433004,Mission Terrace,7,SingleFamily,1937,1193907,986000,94112,15186453
13322,Address: 2323 44th Avenue,San FranciscoSales price: 910000Sales date: 07/05/2013Bedrooms: 0Square feet: 1250Lot size: 3000,2323 44th Ave,1,2,1250,07/05/2013,910000,37.743234,-122.502902,Outer Parkside,5,SingleFamily,1941,1184895,982900,94116,15121257
13323,Address: 38 Glen Court,San FranciscoSales price: 999500Sales date: 07/05/2013Bedrooms: 3Square feet: 2150Lot size: 1898,38 Glen Ct,3.5,3,2150,07/05/2013,999500,37.733855,-122.430026,Bernal Heights,8,SingleFamily,2005,2030366,1214400,94112,53734714
13324,Address: 476 Hickory Street,San FranciscoSales price: 1070000Sales date: 07/05/2013Bedrooms: 0Square feet: 1400Lot size: 900,476 Hickory St,2,2,1400,07/05/2013,1070000,37.77501,-122.427209,Hayes Valley,5,SingleFamily,1900,1270943,1202900,94102,15078688
13325,Address: 1034 Vallejo Street,San FranciscoSales price: 1500000Sales date: 07/05/2013Bedrooms: 0Square feet: 2742Lot size: 4102,1034 Vallejo St,2,2,1400,07/05/2013,1500000,37.798125,-122.414699,Russian Hill,9,Condominium,1906,1513137,1608800,94133,15066325
13326,Address: 3636 21st Street,San FranciscoSales price: 2325000Sales date: 07/05/2013Bedrooms: 3Square feet: 2296Lot size: 2824,3636 21st St,1,3,2296,07/05/2013,2325000,37.756682,-122.428814,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1905,4129125,1718500,94114,15145406
13327,Address: 2211 California Street #205,San FranciscoSales price: 267500Sales date: 07/03/2013Bedrooms: 0Square feet: 409Lot size: 6915,2211 California St APT 205,1,0,409,07/03/2013,267500,37.788961,-122.430971,Lower Pacific Heights,2,Condominium,1911,625498,1146900,94115,15075150
13329,Address: 1277 Alemany Boulevard,San FranciscoSales price: 550000Sales date: 07/03/2013Bedrooms: 2Square feet: 1110Lot size: 2899,1277 Alemany Blvd,1,2,1110,07/03/2013,550000,37.729864,-122.432513,Mission Terrace,5,SingleFamily,1930,1123554,986000,94112,15186899
13330,Address: 12 Avalon Avenue #2,San FranciscoSales price: 555000Sales date: 07/03/2013Bedrooms: 0Square feet: 0Lot size: 0,12 Avalon Ave APT 2,2,2,1127,07/03/2013,555000,37.72757,-122.432214,Excelsior,5,Condominium,1979,794895,757400,94112,121338459
13331,Address: 242 Gambier Street,San FranciscoSales price: 642500Sales date: 07/03/2013Bedrooms: 2Square feet: 1147Lot size: 3000,242 Gambier St,1,2,1147,07/03/2013,642500,37.726208,-122.421913,Portola,5,SingleFamily,1954,824222,891600,94134,15167535
13333,Address: 34 Porter Street,San FranciscoSales price: 678000Sales date: 07/03/2013Bedrooms: 2Square feet: 1488Lot size: 1779,34 Porter St,2,3,1488,08/25/2015,1300000,37.734508,-122.418334,Bernal Heights,7,SingleFamily,1926,1165583,1214400,94110,15164506
13336,Address: 1418 Jackson Street,San FranciscoSales price: 696000Sales date: 07/03/2013Bedrooms: 2Square feet: 832Lot size: 3094,1418 Jackson St,1,2,832,07/03/2013,696000,37.794735,-122.418515,Nob Hill,4,Condominium,1908,922170,1440700,94109,15067437
13339,Address: 1124 Noriega Street,San FranciscoSales price: 710000Sales date: 07/03/2013Bedrooms: 3Square feet: 1275Lot size: 2543,1124 Noriega St,2,3,1275,07/03/2013,710000,37.754511,-122.475958,Inner Sunset,6,SingleFamily,1960,977439,1348400,94122,15111334
13341,Address: 333 1st Street #1802,San FranciscoSales price: 770000Sales date: 07/03/2013Bedrooms: 1Square feet: 713Lot size: 38571,333 1st St UNIT 1802,1,1,713,07/03/2013,770000,37.787029,-122.393638,South Beach,3,Condominium,2004,927310,1269100,94105,64972558
13342,Address: 419 Panorama Drive,San FranciscoSales price: 775000Sales date: 07/03/2013Bedrooms: 0Square feet: 1049Lot size: 3540,419 Panorama Dr,1,2,1049,07/03/2013,775000,37.752005,-122.452277,Midtown Terrace,5,SingleFamily,1957,1017254,1108400,94131,15131299
13343,Address: 360 Dwight Street,San FranciscoSales price: 789000Sales date: 07/03/2013Bedrooms: 4Square feet: 1844Lot size: 2703,360 Dwight St,2,4,1844,07/03/2013,789000,37.723317,-122.405747,Portola,7,SingleFamily,1981,860263,891600,94134,15171765
13345,Address: 1967 31st Avenue,San FranciscoSales price: 945000Sales date: 07/03/2013Bedrooms: 3Square feet: 2100Lot size: 3001,1967 31st Ave,2,3,2100,07/03/2013,945000,37.750553,-122.489439,Parkside,7,SingleFamily,1942,1263450,1094000,94116,15114351
13346,Address: 1738 27th Avenue,San FranciscoSales price: 950000Sales date: 07/03/2013Bedrooms: 3Square feet: 1941Lot size: 3000,1738 27th Ave,4,0,1941,07/03/2013,950000,37.754985,-122.484794,Central Sunset,9,SingleFamily,1941,1385194,1111300,94122,15111004
13347,Address: 2 Dawnview Way,San FranciscoSales price: 950000Sales date: 07/03/2013Bedrooms: 2Square feet: 2117Lot size: 2402,2 Dawnview Way,4,2,2117,07/03/2013,950000,37.74791,-122.447645,Midtown Terrace,9,SingleFamily,1951,1596308,1108400,94131,15133024
13348,Address: 147 Peralta Avenue,San FranciscoSales price: 965000Sales date: 07/03/2013Bedrooms: 0Square feet: 1250Lot size: 1749,147 Peralta Ave,3.5,4,2706,07/10/2014,2025000,37.747006,-122.407779,Bernal Heights,9,SingleFamily,1910,2163822,1214400,94110,15160362
13350,Address: 3354 20th Street #1,San FranciscoSales price: 1100000Sales date: 07/03/2013Bedrooms: 2Square feet: 1760Lot size: 4513,3354 20th St # 2,2,2,1516,02/17/2009,125000,37.759037,-122.415985,Mission,6,Condominium,2008,1819423,1167700,94110,89236502
13351,Address: 2411 15th Street,San FranciscoSales price: 1150000Sales date: 07/03/2013Bedrooms: 2Square feet: 926Lot size: 2194,2411 15th St,1,2,926,07/03/2013,1150000,37.765723,-122.437278,Corona Heights,5,Condominium,1956,1063311,1449300,94114,79524228
13352,Address: 440 28th Street,San FranciscoSales price: 1150000Sales date: 07/03/2013Bedrooms: 2Square feet: 1057Lot size: 2537,440 28th St,2,2,1057,07/03/2013,1150000,37.745187,-122.432384,Noe Valley,6,SingleFamily,1910,1650776,1751900,94131,15182749
13353,Address: 937 Clayton Street,San FranciscoSales price: 1275000Sales date: 07/03/2013Bedrooms: 3Square feet: 1359Lot size: 1515,937 Clayton St,2.5,4,1359,07/03/2013,1275000,37.764602,-122.447704,Parnassus - Ashbury,6,Condominium,1965,1562333,2111800,94117,61288352
13354,Address: 2200 Pacific Avenue #11F,San FranciscoSales price: 1450000Sales date: 07/03/2013Bedrooms: 2Square feet: 1896Lot size: 14450,2200 Pacific Ave APT 11F,2,2,1896,07/03/2013,1450000,37.793994,-122.43182,Pacific Heights,5,Condominium,1962,1472407,1884400,94115,15073268
13356,Address: 3018 Clay Street,San FranciscoSales price: 2000000Sales date: 07/03/2013Bedrooms: 4Square feet: 2383Lot size: 3192,3018 Clay St,2,3,2447,07/03/2013,2000000,37.789813,-122.443393,Pacific Heights,7,Condominium,1900,3131288,1884400,94115,15081943
13357,Address: 425 1st Street #3001,San FranciscoSales price: 2300000Sales date: 07/03/2013Bedrooms: 2Square feet: 1856Lot size: 56023,425 1st St UNIT 3001,2,2,1856,07/03/2013,2300000,37.786064,-122.392173,South Beach,5,Condominium,2008,3038357,1269100,94105,83153210
13358,Address: 806 Noe Street,San FranciscoSales price: 2400000Sales date: 07/03/2013Bedrooms: 0Square feet: 1696Lot size: 2000,806 Noe St,3.5,4,2209,07/03/2013,2400000,37.756015,-122.432593,Eureka Valley - Dolores Heights - Castro,8,SingleFamily,1908,2721880,1718500,94114,15146263
13361,Address: 742 Delta Street,San FranciscoSales price: 350000Sales date: 07/02/2013Bedrooms: 0Square feet: 1100Lot size: 3672,742 Delta St,3,2,1100,07/02/2013,350000,37.711273,-122.410347,Visitacion Valley,5,SingleFamily,1900,765159,690400,94134,15175245
13362,Address: 2012 Keith Street,San FranciscoSales price: 448000Sales date: 07/02/2013Bedrooms: 4Square feet: 930Lot size: 1875,2012 Keith St,2,4,930,07/02/2013,448000,37.728496,-122.390485,Bayview,5,SingleFamily,1904,588293,719000,94124,15158283
13364,Address: 2023 Carroll Avenue,San FranciscoSales price: 512000Sales date: 07/02/2013Bedrooms: 0Square feet: 886Lot size: 2500,2023 Carroll Ave,1,2,886,07/02/2013,512000,37.72932,-122.401562,Silver Terrace,5,SingleFamily,1926,661099,720300,94124,15159279
13365,Address: 138 28th Street #3,San FranciscoSales price: 575000Sales date: 07/02/2013Bedrooms: 0Square feet: 0Lot size: 0,138 28th St APT 3,1,1,609,07/02/2013,575000,37.745616,-122.425537,Noe Valley,3,Condominium,1950,778531,1751900,94131,121339128
13368,Address: 1679 19th Avenue,San FranciscoSales price: 735000Sales date: 07/02/2013Bedrooms: 2Square feet: 1650Lot size: 2425,1679 19th Ave,2,3,1650,07/02/2013,735000,37.756376,-122.476913,Central Sunset,6,SingleFamily,2001,1126337,1111300,94122,59747348
13369,Address: 882 Moultrie Street,San FranciscoSales price: 750000Sales date: 07/02/2013Bedrooms: 3Square feet: 1176Lot size: 1696,882 Moultrie St,2,3,1321,07/02/2013,750000,37.733451,-122.416491,Bernal Heights,5,SingleFamily,1992,1639048,1214400,94110,15164587
13370,Address: 116 29th Street,San FranciscoSales price: 849000Sales date: 07/02/2013Bedrooms: 2Square feet: 986Lot size: 3089,116 29th St,1,2,986,07/02/2013,849000,37.744163,-122.423065,Noe Valley,5,Condominium,2005,1005357,1751900,94110,79844203
13372,Address: 310 Scott Street,San FranciscoSales price: 881000Sales date: 07/02/2013Bedrooms: 0Square feet: 0Lot size: 0,310 Scott St,2,1,1017,07/02/2013,881000,37.772627,-122.435566,Hayes Valley,4,Condominium,1900,1036285,1202900,94117,119685698
13373,Address: 2068 3rd Street #T12,San FranciscoSales price: 890000Sales date: 07/02/2013Bedrooms: 1Square feet: 1476Lot size: 7762,2068 3rd St # T12,2.5,2,1476,07/02/2013,890000,37.76345,-122.389114,Central Waterfront - Dogpatch,3,SingleFamily,1999,1425432,1124600,94107,80748805
13374,Address: 647 Grand View Avenue #3,San FranciscoSales price: 910000Sales date: 07/02/2013Bedrooms: 2Square feet: 1068Lot size: 3906,647 Grand View Ave APT 3,2,2,1068,07/02/2013,910000,37.7499,-122.442329,Noe Valley,5,Condominium,1965,1203891,1751900,94114,82789860
13375,Address: 969 Hampshire Street,San FranciscoSales price: 1050000Sales date: 07/02/2013Bedrooms: 0Square feet: 1322Lot size: 2514,969 Hampshire St,1,2,1322,07/02/2013,1050000,37.756648,-122.407376,Mission,6,Condominium,1924,1008077,1167700,94110,15151033
13377,Address: 650 Delancey Street #203,San FranciscoSales price: 1295000Sales date: 07/02/2013Bedrooms: 0Square feet: 1619Lot size: 61922,650 Delancey St APT 203,2,2,1619,12/16/2015,2175000,37.782775,-122.389686,South Beach,3,Condominium,1996,2041363,1269100,94107,80735775
13378,Address: 251 Vicente Street,San FranciscoSales price: 1300500Sales date: 07/02/2013Bedrooms: 3Square feet: 2670Lot size: 3118,251 Vicente St,4,4,2670,07/02/2013,1300500,37.73963,-122.469128,West Portal,8,SingleFamily,1924,1796906,1551600,94127,15134187
13380,Address: 1644 Funston Avenue,San FranciscoSales price: 1604000Sales date: 07/02/2013Bedrooms: 0Square feet: 2740Lot size: 4525,1644 Funston Ave,3,4,3119,07/02/2013,1604000,37.757396,-122.469814,Inner Sunset,12,SingleFamily,1937,2198141,1348400,94122,15109703
13382,Address: 1665 8th Avenue,San FranciscoSales price: 1756000Sales date: 07/02/2013Bedrooms: 0Square feet: 2240Lot size: 4222,1665 8th Ave,3.5,4,3445,07/02/2013,1756000,37.757263,-122.465079,Inner Sunset,9,SingleFamily,1914,2242073,1348400,94122,15109869
13384,Address: 1170 Sacramento Street #11B,San FranciscoSales price: 2700000Sales date: 07/02/2013Bedrooms: 2Square feet: 1961Lot size: 14529,1170 Sacramento St APT 11B,3,2,1961,07/02/2013,2700000,37.79293,-122.412195,Nob Hill,4,Condominium,1963,3502292,1440700,94108,15068047
13385,Address: 350 Greenwich Street,San FranciscoSales price: 2775000Sales date: 07/02/2013Bedrooms: 2Square feet: 1440Lot size: 4375,350 Greenwich St,1,2,1688,07/02/2013,2775000,37.80305,-122.40535,Telegraph Hill,5,Condominium,1937,2685162,1215500,94133,15064874
13386,Address: 3271 Jackson Street,San FranciscoSales price: 2810000Sales date: 07/02/2013Bedrooms: 3Square feet: 2601Lot size: 5143,3271 Jackson St,2,3,2601,07/02/2013,2810000,37.790412,-122.448558,Presidio Heights,8,Condominium,1903,3776475,5244900,94118,59700175
13387,Address: 2060 Jackson Street,San FranciscoSales price: 3995000Sales date: 07/02/2013Bedrooms: 0Square feet: 2385Lot size: 4150,2060 Jackson St,3.5,3,2578,07/02/2013,3995000,37.793441,-122.429061,Pacific Heights,6,Condominium,1909,4185191,1884400,94109,15073507
13388,Address: 1961 Green Street,San FranciscoSales price: 4650000Sales date: 07/02/2013Bedrooms: 4Square feet: 3364Lot size: 3575,1961 Green St,4.5,5,3850,07/02/2013,4650000,37.796383,-122.431266,Pacific Heights,16,SingleFamily,1900,5866616,1884400,94123,15072307
13389,Address: 1125 Goettingen Street,San FranciscoSales price: 588000Sales date: 07/01/2013Bedrooms: 2Square feet: 1294Lot size: 3000,1125 Goettingen St,2,3,1294,07/01/2013,588000,37.718167,-122.402638,Visitacion Valley,6,SingleFamily,1940,790155,690400,94134,15172822
13390,Address: 1880 Steiner Street #213,San FranciscoSales price: 880000Sales date: 07/01/2013Bedrooms: 2Square feet: 1001Lot size: 17706,1880 Steiner St APT 213,2,2,1001,07/01/2013,880000,37.786575,-122.43472,Lower Pacific Heights,4,Condominium,1999,921348,1146900,94115,15075719
13391,Address: 18 Romain Street,San FranciscoSales price: 1100000Sales date: 07/01/2013Bedrooms: 2Square feet: 1442Lot size: 1664,18 Romain St,1,2,1442,07/01/2013,1100000,37.756577,-122.439339,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1954,1590454,1718500,94114,15130280
13393,Address: 1395 Hudson Avenue,San FranciscoSales price: 285000Sales date: 06/28/2013Bedrooms: 3Square feet: 912Lot size: 2100,1395 Hudson Ave,2,3,1330,11/20/2013,600000,37.737689,-122.384596,Bayview,7,SingleFamily,1986,590703,719000,94124,15153280
13394,Address: 2250 24th Street #330,San FranciscoSales price: 425000Sales date: 06/28/2013Bedrooms: 1Square feet: 626Lot size: 80224,2250 24th St APT 330,1,1,626,07/05/2013,425000,37.753905,-122.40202,Potrero Hill,3,MultiFamily2To4,1989,629777,1264000,94107,15152064
13395,Address: 621 Lakeview Avenue,San FranciscoSales price: 444000Sales date: 06/28/2013Bedrooms: 0Square feet: 900Lot size: 2500,621 Lakeview Ave,2,3,1150,06/28/2013,444000,37.718032,-122.45677,Oceanview,7,SingleFamily,1955,749407,752700,94112,15192210
13397,Address: 1330 Stevenson Street #C204,San FranciscoSales price: 475000Sales date: 06/28/2013Bedrooms: 1Square feet: 548Lot size: 43359,1330 Stevenson St APT C204,1,1,550,06/28/2013,475000,37.77111,-122.422065,South of Market,2,Condominium,1997,610391,957300,94103,15142517
13398,Address: 5 Naples Street,San FranciscoSales price: 480000Sales date: 06/28/2013Bedrooms: 2Square feet: 870Lot size: 2504,5 Naples St,3,4,2362,06/28/2013,480000,37.728407,-122.425151,Excelsior,4,SingleFamily,2016,782106,757400,94112,15167755
13399,Address: 107 Athens Street,San FranciscoSales price: 565000Sales date: 06/28/2013Bedrooms: 0Square feet: 750Lot size: 1875,107 Athens St,1,2,750,06/28/2013,565000,37.726051,-122.424815,Excelsior,4,SingleFamily,1950,700850,757400,94112,15168118
13401,Address: 12 Avalon Avenue #5,San FranciscoSales price: 580000Sales date: 06/28/2013Bedrooms: 0Square feet: 0Lot size: 0,12 Avalon Ave APT 5,2,2,1135,06/28/2013,580000,37.72757,-122.432214,Excelsior,5,Condominium,1979,796420,757400,94112,121338675
13402,Address: 2907 Octavia Street,San FranciscoSales price: 580000Sales date: 06/28/2013Bedrooms: 0Square feet: 657Lot size: 1429,2907 Octavia St,1,1,657,06/28/2013,580000,37.799147,-122.429347,Cow Hollow,4,Condominium,1900,745171,2134300,94123,111922792
13404,Address: 999 Wisconsin Street #11,San FranciscoSales price: 631000Sales date: 06/28/2013Bedrooms: 2Square feet: 983Lot size: 9187,999 Wisconsin St APT 11,2,2,983,06/28/2013,631000,37.754979,-122.398404,Potrero Hill,4,Condominium,1988,971963,1264000,94107,15151722
13405,Address: 1562 24th Avenue,San FranciscoSales price: 631000Sales date: 06/28/2013Bedrooms: 2Square feet: 1325Lot size: 3021,1562 24th Ave,1,2,1325,06/28/2013,631000,37.758438,-122.481809,Central Sunset,5,SingleFamily,1931,805512,1111300,94122,15106902
13407,Address: 1 Rosella Court,San FranciscoSales price: 635000Sales date: 06/28/2013Bedrooms: 3Square feet: 1950Lot size: 3539,1 Rosella Ct,2,3,1950,09/10/2014,775000,37.722198,-122.438711,Mission Terrace,6,SingleFamily,1900,1020177,986000,94112,15188268
13409,Address: 358 Hearst Avenue,San FranciscoSales price: 650000Sales date: 06/28/2013Bedrooms: 4Square feet: 2735Lot size: 3125,358 Hearst Ave,3,4,2735,06/28/2013,650000,37.730971,-122.445657,Sunnyside,10,Duplex,1914,1330819,1030800,94112,15139255
13410,Address: 587 Banks Street,San FranciscoSales price: 650500Sales date: 06/28/2013Bedrooms: 1Square feet: 999Lot size: 1739,587 Banks St,1,1,999,06/28/2013,650500,37.73602,-122.412759,Bernal Heights,4,MultiFamily2To4,1951,1021049,1214400,94110,15163947
13412,Address: 1526 Florida Street,San FranciscoSales price: 700000Sales date: 06/28/2013Bedrooms: 3Square feet: 1620Lot size: 2512,1526 Florida St,1,3,1620,06/28/2013,700000,37.747868,-122.409878,Bernal Heights,6,SingleFamily,1920,888058,1214400,94110,15159713
13413,Address: 72 Lapham Way,San FranciscoSales price: 708000Sales date: 06/28/2013Bedrooms: 0Square feet: 1213Lot size: 3570,72 Lapham Way,2,3,1213,06/28/2013,708000,37.709193,-122.428656,Crocker Amazon,5,SingleFamily,1952,565193,817600,94112,15177834
13414,Address: 300 3rd Street #611,San FranciscoSales price: 711000Sales date: 06/28/2013Bedrooms: 1Square feet: 946Lot size: 48941,300 3rd St APT 611,1,1,946,06/28/2013,711000,37.783184,-122.399084,Yerba Buena,3,Condominium,1990,998326,993200,94107,15147744
13416,Address: 2087 44th Avenue,San FranciscoSales price: 750000Sales date: 06/28/2013Bedrooms: 3Square feet: 1214Lot size: 1756,2087 44th Ave,2,3,1214,06/28/2013,750000,37.747733,-122.503132,Outer Parkside,5,SingleFamily,1945,878701,982900,94116,15116509
13417,Address: 758 Great Highway #3,San FranciscoSales price: 780000Sales date: 06/28/2013Bedrooms: 3Square feet: 1491Lot size: 3151,758 Great Hwy # 3,2,3,1491,06/28/2013,780000,37.774059,-122.510726,Outer Richmond,6,Condominium,1991,922571,1187700,94121,15096551
13419,Address: 100 Amazon Avenue,San FranciscoSales price: 800000Sales date: 06/28/2013Bedrooms: 0Square feet: 2340Lot size: 2559,100 Amazon Ave,1.5,3,2340,06/28/2013,800000,37.716698,-122.439595,Excelsior,7,SingleFamily,1922,921875,757400,94112,15177228
13420,Address: 1686 York Street,San FranciscoSales price: 806000Sales date: 06/28/2013Bedrooms: 0Square feet: 792Lot size: 1750,1686 York St,1.5,2,792,06/28/2013,806000,37.746545,-122.405701,Bernal Heights,5,SingleFamily,1900,1312246,1214400,94110,15160456
13421,Address: 1450 Greenwich Street #401,San FranciscoSales price: 830000Sales date: 06/28/2013Bedrooms: 1Square feet: 858Lot size: 9273,1450 Greenwich St APT 401,1,1,858,06/28/2013,830000,37.800755,-122.42357,Russian Hill,3,Condominium,1928,1055173,1608800,94109,15070990
13422,Address: 159 Monticello Street,San FranciscoSales price: 833000Sales date: 06/28/2013Bedrooms: 0Square feet: 1510Lot size: 2516,159 Monticello St,1.5,3,1510,06/28/2013,833000,37.717162,-122.471003,Ingleside Heights,6,SingleFamily,1947,710522,688100,94132,15193376
13424,Address: 690 Chestnut Street #402,San FranciscoSales price: 860000Sales date: 06/28/2013Bedrooms: 2Square feet: 1087Lot size: 15089,690 Chestnut St APT 402,2,2,1087,06/28/2013,860000,37.803839,-122.414563,North Beach,4,Condominium,1997,1173690,1218900,94133,15063758
13425,Address: 368 Elm Street #405,San FranciscoSales price: 865000Sales date: 06/28/2013Bedrooms: 2Square feet: 1183Lot size: 9600,368 Elm St APT 405,2,2,1183,06/28/2013,865000,37.781379,-122.423141,Van Ness - Civic Center,5,Condominium,2007,1071557,839200,94102,79845462
13426,Address: 2534 21st Avenue,San FranciscoSales price: 870000Sales date: 06/28/2013Bedrooms: 4Square feet: 2503Lot size: 3000,2534 21st Ave,3,6,2503,11/22/2013,1080000,37.740417,-122.477327,Parkside,11,SingleFamily,1925,1662577,1094000,94116,15123245
13427,Address: 607 40th Avenue,San FranciscoSales price: 875000Sales date: 06/28/2013Bedrooms: 0Square feet: 1370Lot size: 2411,607 40th Ave,2,2,1850,06/28/2013,875000,37.777204,-122.500935,Outer Richmond,8,SingleFamily,1923,1378819,1187700,94121,15096108
