,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
7306,Address: 310 Townsend Street #404,San FranciscoSales price: 875000Sales date: 08/19/2014Bedrooms: 1Square feet: 882Lot size: 16600,310 Townsend St APT 404,1,1,882,08/19/2014,875000,37.777012,-122.395737,South of Market,4,Condominium,2006,886756,957300,94107,82786216
7308,Address: 900 Bush Street #221,San FranciscoSales price: 710000Sales date: 08/19/2014Bedrooms: 2Square feet: 928Lot size: 37816,900 Bush St APT 221,2,2,928,08/19/2014,710000,37.789945,-122.412735,Downtown,5,Condominium,1981,899075,795400,94109,15068992
7309,Address: 1238 Green Street,San FranciscoSales price: 1810000Sales date: 08/19/2014Bedrooms: 0Square feet: 2016Lot size: 2000,1238 Green St,1.5,4,2016,08/19/2014,1810000,37.798362,-122.419527,Russian Hill,7,SingleFamily,1907,2571269,1608800,94109,15066119
7311,Address: 960 Elizabeth Street,San FranciscoSales price: 1850000Sales date: 08/19/2014Bedrooms: 3Square feet: 1650Lot size: 2850,960 Elizabeth St,2.5,3,1755,08/19/2014,1850000,37.75187,-122.441896,Noe Valley,7,SingleFamily,1922,2283360,1751900,94114,15131766
7314,Address: 2456 Great Highway,San FranciscoSales price: 800000Sales date: 08/19/2014Bedrooms: 2Square feet: 1075Lot size: 0,2456 Great Hwy,1,2,1075,08/19/2014,800000,37.740606,-122.506685,Outer Parkside,4,Condominium,1946,828696,982900,94116,119684987
7315,Address: 2619 22nd Avenue,San FranciscoSales price: 918000Sales date: 08/19/2014Bedrooms: 0Square feet: 1285Lot size: 3000,2619 22nd Ave,1,2,1285,08/19/2014,918000,37.73875,-122.478945,Parkside,5,SingleFamily,1931,864990,1094000,94116,15125267
7316,Address: 2125 Santiago Street,San FranciscoSales price: 1275000Sales date: 08/19/2014Bedrooms: 2Square feet: 1422Lot size: 2247,2125 Santiago St,4,4,2200,08/19/2014,1275000,37.744049,-122.490228,Parkside,8,SingleFamily,1927,1446816,1094000,94116,15120788
7317,Address: 1512 Willard Street,San FranciscoSales price: 2665000Sales date: 08/19/2014Bedrooms: 3Square feet: 2100Lot size: 2330,1512 Willard St,3,3,2100,08/19/2014,2665000,37.762498,-122.453685,Parnassus - Ashbury,9,SingleFamily,1913,2528082,2111800,94117,15127925
7318,Address: 855 La Playa Street #166,San FranciscoSales price: 600000Sales date: 08/19/2014Bedrooms: 2Square feet: 1178Lot size: 36683,855 La Playa St APT 166,2,2,1178,08/19/2014,600000,37.772199,-122.510375,Outer Richmond,4,Condominium,1982,764400,1187700,94121,15100639
7319,Address: 427 25th Avenue #2,San FranciscoSales price: 708000Sales date: 08/19/2014Bedrooms: 2Square feet: 955Lot size: 3000,427 25th Ave # 2,1,2,955,08/19/2014,708000,37.78145,-122.485183,Central Richmond,4,Condominium,1982,921061,1480400,94121,15092061
7320,Address: 1592 Underwood Avenue,San FranciscoSales price: 805000Sales date: 08/19/2014Bedrooms: 2Square feet: 1424Lot size: 4996,1592 Underwood Ave,1,2,1424,08/19/2014,805000,37.729896,-122.391511,Bayview,5,SingleFamily,1907,828296,719000,94124,15157733
7321,Address: 650 Delancey Street #408,San FranciscoSales price: 1485000Sales date: 08/18/2014Bedrooms: 0Square feet: 1456Lot size: 61922,650 Delancey St APT 408,2,2,1456,08/18/2014,1485000,37.782775,-122.389686,South Beach,3,Condominium,1996,1906426,1269100,94107,80737413
7323,Address: 460 Belvedere Street,San FranciscoSales price: 2850000Sales date: 08/18/2014Bedrooms: 3Square feet: 2420Lot size: 3489,460 Belvedere St,2.25,3,2420,08/18/2014,2850000,37.764066,-122.447926,Parnassus - Ashbury,6,SingleFamily,1909,3307726,2111800,94117,15088145
7324,Address: 827 Balboa Street,San FranciscoSales price: 930000Sales date: 08/18/2014Bedrooms: 0Square feet: 1275Lot size: 2501,827 Balboa St,1,2,1275,08/18/2014,930000,37.77682,-122.467745,Inner Richmond,5,Condominium,1922,1151734,1679000,94118,15098252
7327,Address: 77 Van Ness Avenue #805,San FranciscoSales price: 925000Sales date: 08/15/2014Bedrooms: 1Square feet: 948Lot size: 13040,77 Van Ness Ave APT 805,1,1,948,08/15/2014,925000,37.776062,-122.419853,Van Ness - Civic Center,4,Condominium,2009,990713,839200,94102,111710831
7329,Address: 67 Pearl Street,San FranciscoSales price: 1070000Sales date: 08/15/2014Bedrooms: 2Square feet: 1183Lot size: 1999,67 Pearl St,1,3,1183,08/15/2014,1070000,37.77029,-122.423813,Mission,5,Condominium,1908,1199571,1167700,94103,111929923
7334,Address: 470 Kansas Street,San FranciscoSales price: 830000Sales date: 08/15/2014Bedrooms: 2Square feet: 929Lot size: 2484,470 Kansas St,1,2,1090,08/15/2014,830000,37.763914,-122.403766,Potrero Hill,5,Condominium,1885,1140810,1264000,94107,64971645
7335,Address: 461 2nd Street #C216,San FranciscoSales price: 880000Sales date: 08/15/2014Bedrooms: 1Square feet: 949Lot size: 56167,461 2nd St APT C216,1,1,949,08/15/2014,880000,37.783699,-122.39359,South Beach,4,Condominium,1907,974519,1269100,94107,15148055
7336,Address: 582 Wisconsin Street,San FranciscoSales price: 1300000Sales date: 08/15/2014Bedrooms: 3Square feet: 1100Lot size: 79531,582 Wisconsin St,2,2,1100,08/15/2014,1300000,37.760459,-122.399735,Potrero Hill,5,Condominium,1978,1079720,1264000,94107,15149793
7337,Address: 650 Delancey Street #107,San FranciscoSales price: 2050000Sales date: 08/15/2014Bedrooms: 0Square feet: 1554Lot size: 61922,650 Delancey St APT 107,2,2,1554,08/15/2014,2050000,37.782776,-122.389687,South Beach,5,Condominium,1996,1958611,1269100,94107,80752139
7338,Address: 725 Pine Street #101,San FranciscoSales price: 580000Sales date: 08/15/2014Bedrooms: 1Square feet: 531Lot size: 5000,725 Pine St APT 101,1,1,531,08/15/2014,580000,37.791015,-122.407699,Downtown,2,Condominium,1920,862706,795400,94108,83154374
7339,Address: 1080 Sutter Street #303,San FranciscoSales price: 246000Sales date: 08/15/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 303,1,2,750,08/15/2014,246000,37.788066,-122.418065,Downtown,3,Condominium,2014,803384,795400,94109,123174984
7340,Address: 1645 Pacific Avenue #5A,San FranciscoSales price: 1228000Sales date: 08/15/2014Bedrooms: 0Square feet: 0Lot size: 0,1645 Pacific Ave APT 5A,2,2,1003,08/15/2014,1228000,37.794658,-122.422325,Nob Hill,5,Condominium,2014,1357668,1440700,94109,123175076
7341,Address: 1645 Pacific Avenue #3F,San FranciscoSales price: 1750000Sales date: 08/15/2014Bedrooms: 0Square feet: 0Lot size: 0,1645 Pacific Ave APT 3F,2,2,1509,08/15/2014,1750000,37.794658,-122.422325,Nob Hill,6,Condominium,2014,2589388,1440700,94109,123174811
7342,Address: 126 Bernard Street,San FranciscoSales price: 1975000Sales date: 08/15/2014Bedrooms: 4Square feet: 1978Lot size: 1376,126-128 Bernard St,2,4,2200,08/15/2014,1975000,37.796378,-122.415668,Nob Hill,8,MultiFamily2To4,1932,1521834,1440700,94109,15066998
7343,Address: 864 Peralta Avenue,San FranciscoSales price: 950000Sales date: 08/15/2014Bedrooms: 4Square feet: 1500Lot size: 1750,864 Peralta Ave,2,4,1500,08/15/2014,950000,37.738662,-122.409162,Bernal Heights,6,SingleFamily,1975,1323352,1214400,94110,15163050
7344,Address: 2966 21st Street,San FranciscoSales price: 975000Sales date: 08/15/2014Bedrooms: 2Square feet: 1149Lot size: 2750,2966 21st St,1,2,1149,08/15/2014,975000,37.757577,-122.413875,Mission,4,Condominium,1900,1167596,1167700,94110,111933213
7345,Address: 135 Bennington Street,San FranciscoSales price: 1097000Sales date: 08/15/2014Bedrooms: 2Square feet: 1125Lot size: 2495,135 Bennington St,1,2,1125,08/15/2014,1097000,37.738634,-122.417605,Bernal Heights,5,SingleFamily,1924,1151765,1214400,94110,15162789
7346,Address: 261 Ripley Street,San FranciscoSales price: 1120000Sales date: 08/15/2014Bedrooms: 2Square feet: 880Lot size: 2500,261 Ripley St,1,2,880,08/15/2014,1120000,37.744603,-122.409413,Bernal Heights,5,SingleFamily,1910,1503712,1214400,94110,15160607
7347,Address: 670 Lisbon Street,San FranciscoSales price: 700000Sales date: 08/15/2014Bedrooms: 0Square feet: 621Lot size: 2500,670 Lisbon St,2,3,1321,08/15/2014,700000,37.717907,-122.437041,Excelsior,4,SingleFamily,1906,610505,757400,94112,15176350
7348,Address: 412 Bosworth Street #A,San FranciscoSales price: 1300000Sales date: 08/15/2014Bedrooms: 4Square feet: 2999Lot size: 0,412 Bosworth St # A,4.5,4,3000,08/15/2014,1300000,37.733326,-122.430719,Bernal Heights,8,Condominium,2011,2109817,1214400,94112,114314097
7351,Address: 3140 Clay Street #1,San FranciscoSales price: 1083000Sales date: 08/15/2014Bedrooms: 2Square feet: 1062Lot size: 6384,3140 Clay St APT 1,1,2,1062,08/15/2014,1083000,37.78964,-122.44484,Pacific Heights,4,Condominium,1927,1088006,1884400,94115,15081875
7352,Address: 2232 Divisadero Street,San FranciscoSales price: 1900000Sales date: 08/15/2014Bedrooms: 3Square feet: 1788Lot size: 2748,2232 Divisadero St,2,3,1788,08/15/2014,1900000,37.79045,-122.440585,Pacific Heights,7,Condominium,1900,1803802,1884400,94115,82789788
7353,Address: 1938 45th Avenue,San FranciscoSales price: 735000Sales date: 08/15/2014Bedrooms: 0Square feet: 1162Lot size: 3000,1938 45th Ave,2,3,1640,04/30/2015,1175000,37.750401,-122.503823,Outer Parkside,5,SingleFamily,1946,1178482,982900,94116,15113938
7354,Address: 2538 28th Avenue,San FranciscoSales price: 1100000Sales date: 08/15/2014Bedrooms: 5Square feet: 2177Lot size: 3000,2538 28th Ave,3,5,2177,08/15/2014,1100000,37.740018,-122.484823,Parkside,9,SingleFamily,1906,1414424,1094000,94116,15123536
7356,Address: 188 Beulah Street #1,San FranciscoSales price: 1080000Sales date: 08/15/2014Bedrooms: 2Square feet: 1279Lot size: 3600,188 Beulah St APT 1,2,2,1279,08/15/2014,1080000,37.767553,-122.452777,Haight-Ashbury,4,Condominium,2001,1350536,1337700,94117,55468581
7357,Address: 216 Shrader Street,San FranciscoSales price: 1149000Sales date: 08/15/2014Bedrooms: 2Square feet: 1750Lot size: 0,216 Shrader St,1,3,1750,08/15/2014,1149000,37.772786,-122.45249,North Panhandle,5,Condominium,1906,1211608,1211900,94117,121336871
7358,Address: 616 Baker Street,San FranciscoSales price: 1300000Sales date: 08/15/2014Bedrooms: 0Square feet: 2945Lot size: 2387,616 Baker St,2,3,1490,08/15/2014,1300000,37.776774,-122.441212,North Panhandle,5,SingleFamily,1910,2041881,1211900,94117,15085538
7359,Address: 219 Lake Street,San FranciscoSales price: 1300000Sales date: 08/15/2014Bedrooms: 3Square feet: 1446Lot size: 2759,219 Lake St,1.5,2,1446,08/15/2014,1300000,37.786549,-122.461945,Lake,6,Condominium,1908,1577477,2202400,94118,79845148
7360,Address: 638 19th Avenue #12,San FranciscoSales price: 1090000Sales date: 08/15/2014Bedrooms: 3Square feet: 1467Lot size: 14761,638 19th St UNIT 12,2,3,1467,08/15/2014,1090000,37.762084,-122.389007,Central Waterfront - Dogpatch,5,Condominium,2007,1411892,1124600,94107,79847396
7361,Address: 879 43rd Avenue,San FranciscoSales price: 1200000Sales date: 08/15/2014Bedrooms: 4Square feet: 1800Lot size: 3000,879 43rd Ave,1,4,1800,08/15/2014,1200000,37.772112,-122.503833,Outer Richmond,7,SingleFamily,1916,1312086,1187700,94121,15100373
7362,Address: 1849 23rd Avenue,San FranciscoSales price: 1210000Sales date: 08/15/2014Bedrooms: 0Square feet: 1792Lot size: 3000,1849 23rd Ave,2.5,4,2234,08/15/2014,1210000,37.753073,-122.481021,Central Sunset,9,SingleFamily,1938,1382576,1111300,94122,15112435
7363,Address: 1654 Quesada Avenue,San FranciscoSales price: 710000Sales date: 08/15/2014Bedrooms: 0Square feet: 1422Lot size: 2495,1654 Quesada Ave,2,3,1422,08/15/2014,710000,37.733079,-122.39046,Bayview,7,SingleFamily,1927,715794,719000,94124,15156555
7364,Address: 992 Portola Drive,San FranciscoSales price: 1115000Sales date: 08/15/2014Bedrooms: 0Square feet: 1373Lot size: 1785,992 Portola Dr,2.5,3,1818,08/15/2014,1115000,37.741913,-122.45638,Forest Hill Extension,6,SingleFamily,1948,1560281,1657500,94127,15133700
7366,Address: 422 Vernon Street,San FranciscoSales price: 750000Sales date: 08/15/2014Bedrooms: 0Square feet: 800Lot size: 2495,422 Vernon St,1,2,800,08/15/2014,750000,37.720127,-122.467781,Merced Heights,4,SingleFamily,1944,888606,883100,94132,15189726
7367,Address: 999 Green Street #1704,San FranciscoSales price: 2400000Sales date: 08/15/2014Bedrooms: 2Square feet: 1681Lot size: 14264,999 Green St APT 1704,2,2,1681,08/15/2014,2400000,37.798451,-122.415218,Russian Hill,5,Condominium,1964,2936104,1608800,94133,15066377
7368,Address: 101 Crescent Way #2207,San FranciscoSales price: 550000Sales date: 08/15/2014Bedrooms: 2Square feet: 984Lot size: 42325,101 Crescent Way APT 2207,2,2,984,08/15/2014,550000,37.710918,-122.389238,Bayview,5,Condominium,2001,511760,719000,94134,64972899
7370,Address: 300 Berry Street #821,San FranciscoSales price: 790000Sales date: 08/15/2014Bedrooms: 2Square feet: 730Lot size: 41861,300 Berry St UNIT 821,1,2,730,08/15/2014,790000,37.77393,-122.39624,South of Market,4,Condominium,2009,918905,957300,94158,96027040
7371,Address: 74 New Montgomery Street #202,San FranciscoSales price: 1850000Sales date: 08/14/2014Bedrooms: 2Square feet: 1531Lot size: 17865,74 New Montgomery St UNIT 202,2,2,1531,08/14/2014,1850000,37.787457,-122.401306,Yerba Buena,5,Condominium,1914,1856322,993200,94105,83154149
7372,Address: 170 King Street #507,San FranciscoSales price: 635000Sales date: 08/14/2014Bedrooms: 1Square feet: 464Lot size: 42969,170 King St UNIT 507,1,1,464,08/14/2014,635000,37.77898,-122.391769,South Beach,3,Condominium,2007,641082,1269100,94107,82786270
7373,Address: 221 Clara Street #15,San FranciscoSales price: 760000Sales date: 08/14/2014Bedrooms: 1Square feet: 671Lot size: 6908,221 Clara St APT 15,1,1,1112,08/14/2014,760000,37.778938,-122.402756,South of Market,4,Condominium,2000,770495,957300,94107,80756320
7374,Address: 631 Folsom Street #15B,San FranciscoSales price: 1175000Sales date: 08/14/2014Bedrooms: 2Square feet: 1054Lot size: 38089,631 Folsom St APT 15B,2,2,1054,08/14/2014,1175000,37.784714,-122.396873,Yerba Buena,5,Condominium,2009,1406972,993200,94107,89236804
7376,Address: 1 Daniel Burnham Court #801,San FranciscoSales price: 785000Sales date: 08/14/2014Bedrooms: 1Square feet: 879Lot size: 46157,1 Daniel Burnham Ct APT 801,1,1,879,08/14/2014,785000,37.786755,-122.4225,Van Ness - Civic Center,3,Condominium,1988,864583,839200,94109,15076653
7378,Address: 3620 19th Street #3,San FranciscoSales price: 1400500Sales date: 08/14/2014Bedrooms: 2Square feet: 1280Lot size: 39396,3620 19th St APT 3,2.5,2,1280,08/14/2014,1400500,37.760635,-122.424362,Mission,6,Condominium,2008,1541225,1167700,94110,89238257
7380,Address: 414 Faxon Avenue,San FranciscoSales price: 601500Sales date: 08/14/2014Bedrooms: 0Square feet: 950Lot size: 1873,414 Faxon Ave,1,1,950,08/14/2014,601500,37.722159,-122.459974,Ingleside,4,SingleFamily,1924,540699,799700,94112,15187794
7383,Address: 66 Aerial Way,San FranciscoSales price: 1450000Sales date: 08/14/2014Bedrooms: 4Square feet: 2494Lot size: 3476,66 Aerial Way,3,4,2637,08/14/2014,1450000,37.752852,-122.46966,Golden Gate Heights,8,SingleFamily,1951,1875710,1449000,94116,15111989
7384,Address: 988 Fulton Street #322,San FranciscoSales price: 450000Sales date: 08/14/2014Bedrooms: 2Square feet: 417Lot size: 41262,988 Fulton St APT 322,1,0,417,08/14/2014,450000,37.777706,-122.432348,Western Addition,5,Condominium,1999,586475,971300,94117,79847284
7387,Address: 1634 22nd Avenue,San FranciscoSales price: 925000Sales date: 08/14/2014Bedrooms: 2Square feet: 1541Lot size: 2996,1634 22nd Ave,1,2,1541,08/14/2014,925000,37.757155,-122.47957,Central Sunset,6,SingleFamily,1927,1133052,1111300,94122,15109359
7389,Address: 801 Colby Street,San FranciscoSales price: 685000Sales date: 08/14/2014Bedrooms: 2Square feet: 836Lot size: 1751,801 Colby St,1,2,836,08/14/2014,685000,37.720457,-122.410227,Portola,4,SingleFamily,1951,599864,891600,94134,15172172
7390,Address: 301 Main Street #T21F,San FranciscoSales price: 1580000Sales date: 08/13/2014Bedrooms: 2Square feet: 1307Lot size: 76210,301 Main St # T21F,2,2,1307,08/13/2014,1580000,37.789333,-122.391698,South Beach,5,Condominium,2008,2263739,1269100,94105,89237490
7393,Address: 888 7th Street #L32,San FranciscoSales price: 580000Sales date: 08/13/2014Bedrooms: 1Square feet: 686Lot size: 95280,888 7th St # L32,1.5,1,686,08/13/2014,580000,37.770378,-122.400993,South of Market,4,Condominium,2007,776971,957300,94107,89237946
7395,Address: 250 King Street #1510,San FranciscoSales price: 785000Sales date: 08/13/2014Bedrooms: 1Square feet: 822Lot size: 213232,250 King St UNIT 1510,1,1,822,08/13/2014,785000,37.777645,-122.39343,South of Market,3,Condominium,2004,810702,957300,94107,69819483
7397,Address: 1701 Jackson Street #205,San FranciscoSales price: 745000Sales date: 08/13/2014Bedrooms: 1Square feet: 681Lot size: 38432,1701 Jackson St APT 205,1,1,681,08/13/2014,745000,37.79343,-122.423435,Pacific Heights,3,Condominium,2001,800518,1884400,94109,54714361
7398,Address: 1645 Pacific Avenue #3G,San FranciscoSales price: 1950000Sales date: 08/13/2014Bedrooms: 0Square feet: 0Lot size: 0,1645 Pacific Ave APT 3G,2,2,1877,08/13/2014,1950000,37.794658,-122.422325,Nob Hill,6,Condominium,2014,3410134,1440700,94109,123174970
7399,Address: 73 Leese Street,San FranciscoSales price: 525000Sales date: 08/13/2014Bedrooms: 2Square feet: 750Lot size: 2394,73 Leese St,2,2,750,08/13/2014,525000,37.736319,-122.423153,Bernal Heights,4,SingleFamily,1907,895540,1214400,94110,15163679
7400,Address: 1370 Valencia Street #5,San FranciscoSales price: 1150000Sales date: 08/13/2014Bedrooms: 2Square feet: 1130Lot size: 4190,1370 Valencia St APT 5,2,2,1338,08/13/2014,1150000,37.750943,-122.420844,Mission,5,Condominium,1986,1309102,1167700,94110,79843487
7401,Address: 200 San Jose Avenue,San FranciscoSales price: 1804000Sales date: 08/13/2014Bedrooms: 3Square feet: 1842Lot size: 1850,200 San Jose Ave,2,3,1842,08/13/2014,1804000,37.751898,-122.421849,Mission,8,SingleFamily,1900,1974786,1167700,94110,15180327
7402,Address: 266 Maynard Street,San FranciscoSales price: 720000Sales date: 08/13/2014Bedrooms: 0Square feet: 687Lot size: 2750,266 Maynard St,2,4,1546,08/13/2014,720000,37.729257,-122.424494,Excelsior,4,SingleFamily,1939,847183,757400,94112,15166345
7403,Address: 56 Majestic Avenue,San FranciscoSales price: 860000Sales date: 08/13/2014Bedrooms: 3Square feet: 1840Lot size: 2500,56 Majestic Ave,2,4,1643,08/13/2014,860000,37.717725,-122.451607,Ingleside,7,SingleFamily,1930,905989,799700,94112,15192039
7405,Address: 4330 Anza Street,San FranciscoSales price: 950000Sales date: 08/13/2014Bedrooms: 3Square feet: 1320Lot size: 2500,4330 Anza St,2,3,1320,08/13/2014,950000,37.777948,-122.494836,Outer Richmond,6,SingleFamily,1922,1576974,1187700,94121,15093526
7406,Address: 3730 Fillmore Street,San FranciscoSales price: 1775000Sales date: 08/13/2014Bedrooms: 0Square feet: 1722Lot size: 2500,3730 Fillmore St,2,2,1722,08/13/2014,1775000,37.805112,-122.436821,Marina,6,Condominium,1932,1762917,2157700,94123,15069756
7407,Address: 3456 Baker Street,San FranciscoSales price: 4650000Sales date: 08/13/2014Bedrooms: 4Square feet: 2240Lot size: 3750,3456 Baker St,3.5,4,3140,08/13/2014,4650000,37.803019,-122.446603,Marina,8,SingleFamily,1927,5462716,2157700,94123,15079752
7408,Address: 26 Maddux Avenue,San FranciscoSales price: 620000Sales date: 08/13/2014Bedrooms: 0Square feet: 1118Lot size: 1685,26 Maddux Ave,1.5,2,1118,08/13/2014,620000,37.734807,-122.398472,Silver Terrace,5,SingleFamily,1941,695384,720300,94124,15158145
7409,Address: 510 Orizaba Avenue,San FranciscoSales price: 860000Sales date: 08/13/2014Bedrooms: 3Square feet: 1858Lot size: 2025,510 Orizaba Ave,3,3,1858,08/13/2014,860000,37.718563,-122.462452,Ingleside,7,SingleFamily,1976,1040255,799700,94132,15190463
7411,Address: 175 Bluxome Street #134,San FranciscoSales price: 525000Sales date: 08/12/2014Bedrooms: 0Square feet: 677Lot size: 30938,175 Bluxome St UNIT 134,1,1,677,08/12/2014,525000,37.774375,-122.399585,South of Market,4,Condominium,1998,737918,957300,94107,59779892
7412,Address: 10 Miller Place #2300,San FranciscoSales price: 3730000Sales date: 08/12/2014Bedrooms: 3Square feet: 2400Lot size: 5236,10 Miller Pl APT 2300,4,3,2400,08/12/2014,3730000,37.793228,-122.40891,Nob Hill,5,Condominium,1963,4441422,1440700,94108,15068151
7413,Address: 99 Rotteck Street,San FranciscoSales price: 640000Sales date: 08/12/2014Bedrooms: 2Square feet: 660Lot size: 1254,99 Rotteck St,2,4,660,08/12/2014,640000,37.731389,-122.430468,Mission Terrace,4,SingleFamily,1925,822107,986000,94112,15185537
7414,Address: 186 Prague Street,San FranciscoSales price: 785000Sales date: 08/12/2014Bedrooms: 0Square feet: 1125Lot size: 1873,186 Prague St,2,2,1125,08/12/2014,785000,37.719261,-122.427242,Excelsior,6,SingleFamily,1930,732934,757400,94112,15170574
7415,Address: 4519 B 25th Street,San FranciscoSales price: 1530000Sales date: 08/12/2014Bedrooms: 2Square feet: 1200Lot size: 2491,4519B 25th St,2,3,1450,08/12/2014,1530000,37.749124,-122.439651,Noe Valley,3,Condominium,1999,1658504,1751900,94114,15181123
7417,Address: 244 6th Avenue,San FranciscoSales price: 1850000Sales date: 08/12/2014Bedrooms: 0Square feet: 3866Lot size: 3000,244 6th Ave,6,9,3866,08/12/2014,1850000,37.783925,-122.464164,Inner Richmond,18,Duplex,1906,3767927,1679000,94118,15091444
7418,Address: 495 44th Avenue,San FranciscoSales price: 1005000Sales date: 08/12/2014Bedrooms: 0Square feet: 1310Lot size: 2560,495 44th Ave,1,2,1310,08/12/2014,1005000,37.779375,-122.505343,Outer Richmond,5,SingleFamily,1919,1434062,1187700,94121,15092900
7419,Address: 638 19th Avenue #13,San FranciscoSales price: 1215000Sales date: 08/12/2014Bedrooms: 3Square feet: 1490Lot size: 14761,638 19th St UNIT 13,2,3,1490,08/12/2014,1215000,37.762084,-122.389007,Central Waterfront - Dogpatch,5,Condominium,2007,1403533,1124600,94107,79842101
7421,Address: 75 Fairfield Way,San FranciscoSales price: 1100000Sales date: 08/12/2014Bedrooms: 2Square feet: 1656Lot size: 3240,75 Fairfield Way,2,3,1656,08/12/2014,1100000,37.727824,-122.463819,Mount Davidson Manor,6,SingleFamily,1938,1271517,1370500,94127,15142055
7422,Address: 25 Turquoise Way,San FranciscoSales price: 1330000Sales date: 08/12/2014Bedrooms: 3Square feet: 1373Lot size: 3859,25 Turquoise Way,2,3,1420,08/12/2014,1330000,37.745259,-122.445844,Diamond Heights,6,SingleFamily,1962,1108561,1070100,94131,15198780
7423,Address: 100 Day Street,San FranciscoSales price: 1450000Sales date: 08/12/2014Bedrooms: 0Square feet: 1363Lot size: 2150,100 Day St,1,2,1363,08/12/2014,1450000,37.74316,-122.42463,Noe Valley,5,Condominium,1925,1644853,1751900,94131,53153669
7424,Address: 525 28th Street,San FranciscoSales price: 3650000Sales date: 08/12/2014Bedrooms: 2Square feet: 1668Lot size: 2848,525 28th St,5,4,3644,08/12/2014,3650000,37.744615,-122.434078,Noe Valley,8,SingleFamily,1910,4356190,1751900,94131,15182897
7425,Address: 167 Vernon Street,San FranciscoSales price: 825000Sales date: 08/12/2014Bedrooms: 2Square feet: 1360Lot size: 2500,167 Vernon St,3,5,3200,08/14/2014,825000,37.715507,-122.468288,Ingleside Heights,5,SingleFamily,1929,1253045,688100,94132,15193500
7426,Address: 1515 15th Street #207,San FranciscoSales price: 899000Sales date: 08/11/2014Bedrooms: 0Square feet: 0Lot size: 0,1515 15th St APT 207,2,2,968,08/11/2014,899000,37.766736,-122.417984,Mission,4,Condominium,2014,1052397,1167700,94103,125308888
7427,Address: 829 Folsom Street #206,San FranciscoSales price: 745000Sales date: 08/11/2014Bedrooms: 0Square feet: 683Lot size: 10313,829 Folsom St UNIT 206,1,1,683,08/11/2014,745000,37.781155,-122.401649,Yerba Buena,3,Condominium,2010,788509,993200,94107,111931347
7428,Address: 4013 Folsom Street,San FranciscoSales price: 1500000Sales date: 08/11/2014Bedrooms: 2Square feet: 918Lot size: 1750,4013 Folsom St,2.5,3,1550,08/11/2014,1500000,37.736667,-122.413324,Bernal Heights,6,SingleFamily,1908,1485711,1214400,94110,15163933
7429,Address: 1682 Alemany Boulevard,San FranciscoSales price: 900000Sales date: 08/11/2014Bedrooms: 2Square feet: 1850Lot size: 2500,1682 Alemany Blvd,1,2,1850,08/11/2014,900000,37.7253,-122.437142,Mission Terrace,5,SingleFamily,1929,979964,986000,94112,15140112
7431,Address: 44 Diamond Street,San FranciscoSales price: 2073500Sales date: 08/11/2014Bedrooms: 2Square feet: 1788Lot size: 3062,44 Diamond St,3,2,1788,08/11/2014,2073500,37.761537,-122.437592,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1959,2495942,1718500,94114,15128238
7432,Address: 3469 Jackson Street,San FranciscoSales price: 1990000Sales date: 08/11/2014Bedrooms: 3Square feet: 2162Lot size: 3461,3469 Jackson St,2,3,2162,08/11/2014,1990000,37.790025,-122.451915,Presidio Heights,7,Condominium,1908,5439684,5244900,94118,15081506
7436,Address: 2999 California Street #503,San FranciscoSales price: 560000Sales date: 08/08/2014Bedrooms: 1Square feet: 613Lot size: 4761,2999 California St # 503,1,0,613,08/08/2014,560000,37.787445,-122.4435,Lower Pacific Heights,2,Condominium,1929,571505,1146900,94115,15082634
7437,Address: 279 St. Charles Avenue,San FranciscoSales price: 600000Sales date: 08/08/2014Bedrooms: 2Square feet: 1169Lot size: 2491,279 Saint Charles Ave,1,2,1169,08/08/2014,600000,37.708899,-122.469014,Ingleside Heights,5,SingleFamily,1946,628343,688100,94132,15195853
7438,Address: 1075 Goettingen Street,San FranciscoSales price: 625000Sales date: 08/08/2014Bedrooms: 0Square feet: 830Lot size: 1751,1075 Goettingen St,1,3,830,08/08/2014,625000,37.718822,-122.403001,Visitacion Valley,4,SingleFamily,1954,689552,690400,94134,15172679
7440,Address: 425 1st Street #1004,San FranciscoSales price: 635000Sales date: 08/08/2014Bedrooms: 1Square feet: 605Lot size: 56024,425 1st St UNIT 1004,1,1,605,08/08/2014,635000,37.786021,-122.392384,South Beach,3,Condominium,2008,899367,1269100,94105,82786040
7442,Address: 165 Russ Street #16,San FranciscoSales price: 725000Sales date: 08/08/2014Bedrooms: 0Square feet: 962Lot size: 6964,175 Russ St APT 16,1,1,962,08/08/2014,725000,37.778156,-122.40699,South of Market,4,Condominium,2003,955776,957300,94103,80746441
7443,Address: 799 La Playa Street #3,San FranciscoSales price: 725000Sales date: 08/08/2014Bedrooms: 3Square feet: 1600Lot size: 2295,799 La Playa St # 3,2.5,3,1600,08/08/2014,725000,37.773394,-122.510314,Outer Richmond,6,SingleFamily,1991,933953,1187700,94121,15096539
